"","id","SAMPLE","GROUP","MINERAL","ROCK","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","NIO","CUO","COO","ZNO","PBO","S","ZRO2","AS","SOMA"
"263","465541","samp. AW","SPINEL","MAGNETITE","DOLERITE, THOLEIITIC",1.72,19.38,1.72,0.04,71.94,2.43312020302815,0.26,1.11,0.332,0.5274,0.9261,0,0,0,0.29,0,0,0.251,0,0,0,0,100.929620203028
"264","465546","samp. MA-1(3)","SPINEL","CHROMITE","CHROMITITE",0.115,0.02,19.51,49.49,14.97,0,14.02,0.27,0.005,0,0.02,0,0,0,0.13,0,0,0.08,0,0,0,0,98.63
"265","465547","samp. MA-3(10)","SPINEL","CHROMITE","CHROMITITE",0.08,0.16,19.47,49.34,14.76,0,14.17,0.22,0.001,0,0,0,0,0,0.14,0,0,0.099,0,0,0,0,98.44
"266","465548","samp. MA-4(1)","SPINEL","CHROMITE","CHROMITITE",0.11,0.26,19.33,49.89,15.2,0.03,13.69,0.59,0.01,0.125,0.008,0,0,0,0.11,0,0,0.18,0,0,0,0,99.533
"267","465549","samp. MA-8(1)","SPINEL","CHROMITE","CHROMITITE",0,0.07,19.39,49.6,14.96,0.01,13.71,0.35,0,0,0,0,0,0,0.09,0,0,0.09,0,0,0,0,98.27
"268","465550","samp. QT-1(7)","SPINEL","CHROMITE","CHROMITITE",0.07475,0.22,28.13,40.51,15.92,0,13.74,0,0.03,0,0,0,0,0,0.09,0,0,0.19,0,0,0,0,98.90475
"269","465551","samp. QT-2(4)","SPINEL","CHROMITE","CHROMITITE",0.05,0.08,28.33,39.96,15.51,0.0347,14.16,0,0,0.008,0,0,0,0,0.09,0,0,0.2778,0,0,0,0,98.5005
"270","465552","samp. QT-3(4)","SPINEL","CHROMITE","CHROMITITE",0.104,0.06,22,45.8,14.4,0,15.29,0,0,0,0,0,0,0,0.14,0,0,0.212,0,0,0,0,98.006
"271","465553","samp. QT-7(10)","SPINEL","CHROMITE","CHROMITITE",0.024,0.23,21.9,46.15,14.46,0.007,14.82,0.17,0.01,0,0,0,0,0,0.14,0,0,0.25,0,0,0,0,98.161
"272","465594","samp. F-51","SPINEL","MAGNETITE","WEBSTERITE, GARNET, XENOLITH",0.09,11.69,4.04,1.48,80.21627,0.13,2.62,0.46,0.073,0.007,0.02,0,0,0,0.14,0,0,0.1,0,0,0,0,101.06627
"273","465597","samp. PS41","SPINEL","MAGNETITE","WEBSTERITE, GARNET, XENOLITH",0.05,11.27,8.95,4.77,67.65,0.05,5.13,0.62,0.05,0.037,0.11,0,0,0,0.148,0,0,0.0769,0,0,0,0,98.9119
"274","465677","samp. PA-109","SPINEL","MAGNETITE","NOT GIVEN",0.112,28.03,1.23,0,66.69,0,2.4,0.56,0,0,0,0,0,0,0,0,0,0.101,0,0,0,0,99.123
"275","465679","samp. PA-114","SPINEL","MAGNETITE","NOT GIVEN",0,26.37,1.92,0.28,64.85,0.14,4.51,0.62,0,0.01,0,0,0,0,0.07,0,0,0.08,0,0,0,0,98.85
"276","465680","samp. PA-125","SPINEL","MAGNETITE","NOT GIVEN",0.11,27.87,1.55,0,66.94,0.12,1.22,0.61,0.022,0.0518,0,0,0,0,0.116,0,0,0.1087,0,0,0,0,98.7185
"277","465683","samp. BC-6","SPINEL","MAGNETITE","BASALT",0.2,20.51,1.26,0.38,73.67,0.05,1.51,0.39,0,0,0,0,0,0,0.033,0,0,0.1,0,0,0,0,98.103
"278","465684","samp. PR-4","SPINEL","MAGNETITE","BASALT",0.19,23.2,1.55,0.04,69.86,0.12,3.05,0.58,0.01,0,0.162,0,0,0,0.032,0,0,0.0623,0,0,0,0,98.8563
"279","465685","samp. CC-7","SPINEL","MAGNETITE","BASALT",0.19,23.6,1.48,0.1,70.81,0.059,2.23,0.58,0,0,0,0,0,0,0.034,0,0,0.0969,0,0,0,0,99.1799
"280","465743","samp. 13-EJH","SPINEL","CHROMITE","KOMATIITE",0.11,0.4,13.98,47.43,24.26,0.1,11.64,0.14,0.014,0,0,0,0,0,0.16,0,0,0.0675,0,0,0,0,98.3015
"281","465744","samp. 6.2-EJH","SPINEL","CHROMITE","KOMATIITE",0.14,0.44,13.16,51.13,21.713,0.02,11.78,0.12,0,0,0,0,0,0,0.15,0,0,0.09,0,0,0,0,98.743
"282","465746","samp. 17-EJH","SPINEL","CHROMITE","KOMATIITE",0.07,0.47,13.55,49.67,23.0141,0.03,11.89,0.12,0.01,0,0,0,0,0,0.18,0,0,0.04,0,0,0,0,99.0441
"283","465747","samp. 10C-PPR-97","SPINEL","CHROMITE","KOMATIITE",0.05,0.6,13.45,50.96,21.65,0.01,13.66,0,0.012,0.052,0,0,0,0,0.19,0,0,0.08,0,0,0,0,100.714
"284","465748","samp. 12D-PPR","SPINEL","CHROMITE","KOMATIITE",0.05,0.69,14.93,48.92,19.33,0.01,14.5,0.06,0.006,0,0,0,0,0,0.22,0,0,0.0293,0,0,0,0,98.7453
