"","CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","GROUP"
"5278","[22156] WUDARSKA A. (2018)","samp. AL8-1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.8377,49.8377,-65.1686,-65.1686,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","#AP8-1",NA,NA,NA,"primary",0.74,0.8,0.02,0.02,0.1398,55.533,0.026423,0.345,0.074,0.106,41.9,0.728144084571578,1.815,0,"APATITE"
"5279","[22156] WUDARSKA A. (2018)","samp. AL8-1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.8377,49.8377,-65.1686,-65.1686,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","#AP9-1",NA,NA,NA,"primary",0.188,0.01,0.009737,0,0.01,54.725,0.016,0.378,0.02,0.04,42.171,0.564089941587725,2.168,0.04039375,"APATITE"
"5280","[22156] WUDARSKA A. (2018)","samp. AL8-1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.8377,49.8377,-65.1686,-65.1686,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","#AP10-1",NA,NA,NA,"primary",0.544,0.01,0.0049,0,0.134,55.179,0.01,0.314,0.1007,0.16,42.334,0.432460300325623,2.461,0.45,"APATITE"
"5281","[22156] WUDARSKA A. (2018)","samp. AL8-1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.8377,49.8377,-65.1686,-65.1686,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","#AP11-1",NA,NA,NA,"primary",0.07,0,0,0.014,0.136,55.215,0.02678,0.378,0,0.06,42.37,0.604922281723133,2.092,0.91,"APATITE"
"5282","[22156] WUDARSKA A. (2018)","samp. AL8-1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.8377,49.8377,-65.1686,-65.1686,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","#AP12-1",NA,NA,NA,"primary",0.18,0.1095,0.006,0,0.225,54.866,0.198,0.227,0.01,0.2,42.025,0.525814728355245,2.235,0.162,"APATITE"
"5283","[22156] WUDARSKA A. (2018)","samp. AL8-1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.8377,49.8377,-65.1686,-65.1686,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","#AP13-1",NA,NA,NA,"primary",0,0.046,0,0,0.53,55.256,0.041,0.381,0.01,0.06,42.798,0.480698761971106,2.36,0.1,"APATITE"
"5284","[22156] WUDARSKA A. (2018)","samp. AL8-1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.8377,49.8377,-65.1686,-65.1686,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","#AP14-1",NA,NA,NA,"primary",0.201,0,0.067,0.046,0.055,54.954,0,0.304,0.039,0,42.3,0.509397670930345,2.227,0.227,"APATITE"
"5285","[22156] WUDARSKA A. (2018)","samp. AL8-1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.8377,49.8377,-65.1686,-65.1686,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","#AP15-1",NA,NA,NA,"primary",0.44,0.05,0.05,0,0.336,54.972,0.35,0.345,0.0258366941015089,0.118301321696361,42.341,0.586131192602738,2.116,1.45,"APATITE"
"5286","[22156] WUDARSKA A. (2018)","samp. AL8-1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.8377,49.8377,-65.1686,-65.1686,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","#AP15-2",NA,NA,NA,"primary",0.2,0,0,0,0.13,55.445,0,0.301,0,0.03,42.342,0.407234960238227,2.497,0.1101,"APATITE"
"5287","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP1-1",NA,NA,NA,"primary",0.237,0.007,0.01,0,0.244,55.576,0.393,0.21,0,0.17,41.086,0.899202487730542,1.09,1.212,"APATITE"
"5288","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP2-1",NA,NA,NA,"primary",0.091,0.01,0.01,0.02,0.615,55.216,0.208,0.203525182165119,0,0.24,41.064,0.836276666144259,1.221,1.1995,"APATITE"
"5289","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP3-1",NA,NA,NA,"primary",0.218,0.018,0,0.019,0.15,54.321,0,0.05,0.026622,0.227,40.54,0.761398622911642,1.319,0.85,"APATITE"
"5290","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP4-1",NA,NA,NA,"primary",0.276,0,0.002568,0.02,0.29,54.277,0.16,0.044,0.008,0.14,41.324,0.728246910735383,1.321,0.249,"APATITE"
"5291","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP5-1",NA,NA,NA,"primary",0.139,0,0.005,0,0.351,54.354,0.21,0.14,0,0.07,40.941,0.878960096582938,1.097,0.97,"APATITE"
"5292","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP6-1",NA,NA,NA,"primary",0.334,0,0,0.01,0.248,54.069,0.14,0.103,0.001,0.089,40.566,0.705612600034456,1.44,0.85,"APATITE"
"5293","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP7-1",NA,NA,NA,"primary",0.139,0,0.075966,0.024,0.226,55.429,0.04891,0,0,0.08,41.541,0.812321405034283,1.327,0.057,"APATITE"
"5294","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP8-1",NA,NA,NA,"primary",0.253,0.0076,0.01,0,0.636,54.287,0.35,0.2125,0,0.24,42.185,0.853301659357528,1.175,1.0676,"APATITE"
"5295","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP9-1",NA,NA,NA,"primary",0.507,0,0.002,0,0.253,54.68,0.042,0,0.013,0.117,40.908,0.855982369660398,1.16,0.051749,"APATITE"
"5296","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP10-1",NA,NA,NA,"primary",0.108,0.0024,0,0,0.193,55.071,0.04,0,0.009,0.27,42.273,0.889813600645223,1.135,0.331,"APATITE"
"5297","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP11-1",NA,NA,NA,"primary",0.156,0.01,0.004,0,0.344,55.386,0.13,0.08,0,0.059,41.906,0.914832790914896,1.053,0.4966,"APATITE"
"5298","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP12-1",NA,NA,NA,"primary",0.188,0.056,0.00571164506748131,0,0.704,54.235,0.166311174098678,0.17,0,0.162,39.921,0.860446349810872,1.099,1.22,"APATITE"
"5299","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP13-1",NA,NA,NA,"primary",0.542,0.036,0.017,0.02,0.421,54.077,0.06,0,0.025311,0.236,40.446,0.920919667596005,1.025,0.006,"APATITE"
"5300","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP14-1",NA,NA,NA,"primary",0.205,0.077,0.00203077760627289,0,0.52,55.045,0.1,0.27,0.069,0.152,42.52,0.668143059958961,1.602,0.12,"APATITE"
"5301","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP15-1",NA,NA,NA,"primary",0.295,0.01,0.004349,0.029,0.296,54.263,0.147935633945981,0.14,0,0.088,40.643,0.87500546415423,1.079,1.2946,"APATITE"
"5302","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP16-1",NA,NA,NA,"primary",0.395,0,0.01,0,0.344,54.153,0.22,0.038,0.014,0.3,40.342,0.858741840536759,1.098,0.967075642716719,"APATITE"
"5303","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP16-2",NA,NA,NA,"primary",0.442,0.0034,0.01,0,0.717,54.678,0.26,0.0712,0,0.056,40.539,0.811359587753022,1.199,0.55,"APATITE"
"5304","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP17-1",NA,NA,NA,"primary",0.417,0.00124912480864883,0.01,0.018,0.225,54.373,0,0.176,0.02,0.358,40.972,0.824303742163151,1.217,0,"APATITE"
"5305","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP18-1",NA,NA,NA,"primary",0.043,0,0.097,0.018,0.512,55.332,0.0723,0.073,0.2,0.132,42.069,0.764546224306639,1.333,0.45,"APATITE"
"5306","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP19-1",NA,NA,NA,"primary",0.041,0.01,0,0.02,0.991,54.645,0.374,0.26,0.028,0,42.354,0.907486129735796,1.081,1.188061,"APATITE"
"5307","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP1-1",NA,NA,NA,"primary",0.234,1.416,0.00405367376681307,0.026,0.1,54.375,0,0.273,0.004022,0.07,41.747,0.77595377430863,1.154,0.472,"APATITE"
"5308","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP1-2",NA,NA,NA,"primary",0.065,0,0,0,0.258,54.125,0.151275653410683,0.261,0,0.078,41.493,0.755641524098199,1.115,1.24,"APATITE"
"5309","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP2-1",NA,NA,NA,"primary",0.38496991423467,0.065,0.215,0.055,0.41,54.966,0.231944807325265,0.227,0.23,0.28,42.93,0.721205939651604,1.314,0.24,"APATITE"
"5310","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP2-2",NA,NA,NA,"primary",0.03,0,0.0094,0.01,0.73,54.315,0.1646,0.204,0,0.117485439332527,42.891,0.816634570295158,1.065,1.21,"APATITE"
"5311","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP3-1",NA,NA,NA,"primary",0.1847,0.1462306,0,0.019,0.8321,54.391,0.25,0.319,0.017,0.093,42.189,0.754612015442949,1.11,0.41,"APATITE"
"5312","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP3-2",NA,NA,NA,"primary",0,0.8,0.004,0.015,0.35,53.64,0.15,0.229,0,0.093,42.289,0.799629187390282,1.081,1.01187854788126,"APATITE"
"5313","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP4-1",NA,NA,NA,"primary",0,0.9,0,0.053,0.104,54.863,0.03,0.11,0.007768,0.25,43.075,0.856013946886946,1.009,0.333,"APATITE"
"5314","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP4-2",NA,NA,NA,"primary",0.04,0.01,0,0,0.123,54.56,0.06,0.172,0,0.064,42.592,0.885070167317781,0.94,0.2,"APATITE"
"5315","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP5-1",NA,NA,NA,"primary",0.2,0,0.521836636167727,0.045,0.127,55.258,0.035,0,0.01,0.09,42.641,0.844438246905367,0.969,0.225,"APATITE"
"5316","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP5-2",NA,NA,NA,"primary",0.24,0,0.0368,0.032,0.1795,54.824,0,0.036,0.001612,0,42.324,0.818385447866482,1.08,0.186,"APATITE"
"5317","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP6-1",NA,NA,NA,"primary",0.02,0.5377,0.037,0.01,0.01,54.627,0.02,0.06,0,0.1486,42.765,0.637666667832031,1.466,0.26,"APATITE"
"5318","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP6-2",NA,NA,NA,"primary",0,0.01,0.004,0,0.63,53.627,0.2,0.259,0.006,0.162,41.727,0.824041127010542,0.997,0.504,"APATITE"
"5319","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP6-3",NA,NA,NA,"primary",0.226,0.036,0,0.01,0.05,55.19,0,0.228,0,0.14,42.966,0.731079792051244,1.258,0.0743,"APATITE"
"5320","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP7-1",NA,NA,NA,"primary",0.014,0,0,0,0.23,53.976,0.078,0.195,0,0.1,41.927,0.838906305065855,0.968,0.063,"APATITE"
"5321","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP7-2",NA,NA,NA,"primary",0.175,0,0.000856597585005652,0,0.298,54.73,0.31,0.031,0,0.093,41.994,0.806417798189744,1.032,0.382,"APATITE"
"5322","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP8-1",NA,NA,NA,"primary",0.09,2.044,0.42,0,0.19,54.863,0.16,0.09,0.032536,0.04,42.939,0.824372451327663,1.08,0.36,"APATITE"
"5323","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP8-2",NA,NA,NA,"primary",0.165,0.1,0.026,0,0.118,54.767,0.0204,0.07,0.001,0.094,42.118,0.778721022225673,1.102,0.29,"APATITE"
"5324","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP9-1",NA,NA,NA,"primary",0.193,0,0,0.046,0.05,55.067,0.06,0.192,0,0.0611,41.74,0.75429588122748,1.16,1.47,"APATITE"
"5325","[22156] WUDARSKA A. (2018)","samp. AL10<U+0096>2","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.82,49.82,-65.1725,-65.1725,"subaerial",NA,NA,"BIF (BANDED IRON FORMATION)",NA,NA,NA,NA,"APATITE","#AP9-2",NA,NA,NA,"primary",0.195,0,0.021,0,0.148,54.818,0.0650779687227458,0,0.029,0.115089860556717,41.707,0.735361094076811,1.222,0.03,"APATITE"
