"","CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","GROUP"
"5239","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 12 CIRC 6",NA,"rim",NA,"primary",0.32,0,0.03,0.041,0.139,55.24,0.0550358683557586,0.13,0.031544,0.04,39.35,0.459445907827946,2.5867,0.0135,"APATITE"
"5240","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 13 CIRC 1",NA,NA,NA,"primary",0.57,0,0.02,0.01,0.369,54.5,0.07622,0.036,0.030383,0.423,35.28,0.71876722315498,2.0209,0.0408,"APATITE"
"5241","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 13 CIRC 1",NA,NA,NA,"primary",2.88,0.549,0.1,0.025,0.15,54.44,0.222,0.07,0.108,0.1965,32.44,0.973473011813217,1.8453,0.0292,"APATITE"
"5242","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 17 CIRC 2",NA,"core",NA,"primary",0.78,0,0.001,0,0.164,56.63,0.06,0,0.015329,0.03,39.85,0.532088443129873,2.608,0.0262,"APATITE"
"5243","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 17 CIRC 2",NA,"intermediate zone",NA,"primary",0.304029926023976,0,0,0,0.17,56.13,0.01,0,0.030383,0,40.01,0.42798262119512,2.6807,0.0223,"APATITE"
"5244","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 17 CIRC 2",NA,"rim",NA,"primary",0.2335,0.034,0.002,0,0.43,54.86,0.15,0.05,0,0.032,40.03,0.44789158091808,2.7196,0.0267,"APATITE"
"5245","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 17 CIRC 4",NA,"core",NA,"primary",0.09,0,0,0,0.14,56.06,0,0.047,0,0.06,39.76,0.439332739451569,2.6213,0.02,"APATITE"
"5246","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 17 CIRC 4",NA,"intermediate zone",NA,"primary",0.5418,0,0.011,0,0.02,55.92,0,0,0,0.054,39.59,0.44789158091808,2.5383,0.0362,"APATITE"
"5247","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 17 CIRC 4",NA,"rim",NA,"primary",0.274,0,0,0,0.234,54.59,0.019,0,0.0039,0,39.59,0.455794572253735,2.6136,0.0309,"APATITE"
"5248","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 17 CIRC 5",NA,"core",NA,"primary",0.48,0,0,0,0.1658,56.39,0.01,0.0629,0.022,0.023,39.31,0.564028519453489,2.5864,0.0156,"APATITE"
"5249","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 17 CIRC 5",NA,"core",NA,"primary",0.73,0.02,0,0,0.136,55.5,0.03,0.0477,0.006,0.05,39.66,0.468795178858313,2.6489,0.0251,"APATITE"
"5250","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 17 CIRC 5",NA,"intermediate zone",NA,"primary",0.3831,0,0.035,0,0.08,55.91,0,0.03,0.01,0.024,39.64,0.408679347695957,2.6725,0.0316,"APATITE"
"5251","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 3 CIRC 1",NA,NA,NA,"primary",8.75,0.06,3.20376411791118,0.0373,5.46,38.4,3.54,0.289,0.38355358369903,0.51,24.25,0.36,2.8127,0.0065,"APATITE"
"5252","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 3 CIRC 2",NA,NA,NA,"primary",1.48,0,0.06,0,0.16,44.39,0.115283,0.115,0.12,0.97,27.91,0.390671870793876,2.7267,0.0349,"APATITE"
"5253","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 3 CIRC 3",NA,NA,NA,"primary",5.42,0.016,0.1507334,0.072,0.636,44.57,1.03,0.175959200179892,0.334569639668287,1.11,27.68,0.350052869166752,2.7789,0,"APATITE"
"5254","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 3 CIRC 4",NA,NA,NA,"primary",15.23453,0.502,5.76,0.04,8.17,44.58,1.4,0.2,0.16,7.85,27.4,0.304619102857006,2.7195,0.0235,"APATITE"
"5255","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 3 CIRC 5",NA,NA,NA,"primary",2.42,0.2,0.299,0.055,0.474,44.96,0.32,0.227875060031899,0.15129,0.18,28.11,0.478993211737466,2.7315,0.0122,"APATITE"
"5256","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 4 CIRC 1",NA,"rim",NA,"primary",2.58,0.01,0.25507,0.015,0.255,53,0.16,0.095,0.2,0.29,35.54,0.646064225585082,2.3647,0.0606,"APATITE"
"5257","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 4 CIRC 1",NA,"core",NA,"primary",0.862,0,0,0,0.04,55.36,0.01,0,0,0.065,38.01,0.651848215584647,2.5067,0.049,"APATITE"
"5258","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 4 CIRC 2",NA,"core",NA,"primary",0.455,0.08,0.003,0.017,0,54.73,0.0417,0,0,0.04,36.45,0.749984006836356,2.2302,0.0587,"APATITE"
"5259","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 4 CIRC 2",NA,"rim",NA,"primary",0.67,0,0.008,0,0.00910225070353728,54.7,0.022,0.04,0,0.029,37.67,0.573378050560684,2.2319,0.0619,"APATITE"
"5260","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 4 CIRC 3",NA,"core",NA,"primary",0.87,0.06,0.04,0.01,0.863,55.15,0.16,0.291,0.062,0.197368913043478,36.59,0.68810986475388,2.3722,0.0404,"APATITE"
"5261","[22142] SHAW C. S. J. (2018)","samp. CALB","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, QUARRY FACE",41.71998,41.71998,12.82141,12.82141,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CALB 4 CIRC 3",NA,"rim",NA,"primary",2.7301,0.11,0.42,0.017,1.07034,51.95,0.49,0.09,0,0.193,33.45,0.305337553637902,2.4235,0.0772,"APATITE"
"5262","[22142] SHAW C. S. J. (2018)","samp. CAM","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, SMALL ROADSIDE OUTCROP",41.72221,41.72221,12.82082,12.82082,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CAM 7 CIR 1",NA,NA,NA,"primary",2.089,0.000172637064613217,0.00135,0.0165,0.38,54.66,0.26,0.097,0.048,0.528,32.94,0.705612600034456,2.1023,0.0528,"APATITE"
"5263","[22142] SHAW C. S. J. (2018)","samp. CAM","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, SMALL ROADSIDE OUTCROP",41.72221,41.72221,12.82082,12.82082,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CAM 7 CIR 1",NA,NA,NA,"primary",1.36,0.16,0.758950002102293,0,0.77122,55.29,0.76,0.156,0.14,0.89,32.17,1.07471816700937,1.8822,0.0847,"APATITE"
"5264","[22142] SHAW C. S. J. (2018)","samp. CAM","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, SMALL ROADSIDE OUTCROP",41.72221,41.72221,12.82082,12.82082,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CAM 7 CIR 5",NA,"core",NA,"primary",0,0.000125342183823276,0,0,0.209,55.77,0,0.03,0,0.04,37.33,0.735361094076811,1.8719,0.0291,"APATITE"
"5265","[22142] SHAW C. S. J. (2018)","samp. CAM","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, SMALL ROADSIDE OUTCROP",41.72221,41.72221,12.82082,12.82082,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CAM 7 CIRC 5",NA,"core",NA,"primary",1.27,0.05,0.046877,0,0.23,55.64,0.04,0,0.057,0.199,33.96,0.918069201482999,1.8447,0.046,"APATITE"
"5266","[22142] SHAW C. S. J. (2018)","samp. CAM","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, SMALL ROADSIDE OUTCROP",41.72221,41.72221,12.82082,12.82082,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CAM 7 CIRC 5",NA,"rim",NA,"primary",0.629,0.0788825459364904,0.08,0.01,0.02,55.68,0.07,0.014814,0.03,0.348,34.7,0.896213224383121,1.866,0.0298,"APATITE"
"5267","[22142] SHAW C. S. J. (2018)","samp. CAM","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, SMALL ROADSIDE OUTCROP",41.72221,41.72221,12.82082,12.82082,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CAM 7 CIRC 5",NA,"rim",NA,"primary",7.7437,0.0105230475503795,0.9698741,0,0.65,46.98,0.02,0.16,0.21,0.287,29.97,1.1012592250753,1.6077,0.1217,"APATITE"
"5268","[22142] SHAW C. S. J. (2018)","samp. CAM","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, SMALL ROADSIDE OUTCROP",41.72221,41.72221,12.82082,12.82082,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CAM 9 CIRC 3",NA,NA,NA,"primary",1.276,0,0,0.02,0.07,54.74,0.041,0,0,0.230526,39.52,0.415570639800365,2.9254,0.0272,"APATITE"
"5269","[22142] SHAW C. S. J. (2018)","samp. CAM","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, SMALL ROADSIDE OUTCROP",41.72221,41.72221,12.82082,12.82082,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CAM 9 CIRC 3",NA,NA,NA,"primary",0.174,0.00154044597826967,0,0,0.212,53.62,0.25,0.111,0,0.14,38.08,0.546763400284977,2.3317,0.0324,"APATITE"
"5270","[22142] SHAW C. S. J. (2018)","samp. CAM","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / POZZOLANELLE IGNIMBRITE","VIA COLLE PACCIONE IN LARIANO ON SE SIDE OF COLLI ALBANI, UPPER PART OF VILLA SENNI ERUPTION UNIT, SMALL ROADSIDE OUTCROP",41.72221,41.72221,12.82082,12.82082,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","CAM 9 CIRC 5",NA,NA,NA,"primary",1.163005,0,0.282,0.055,1.27274666666667,45.42,0.170023276466418,0.24,0.081157,0.17,29.84,0.448160993971559,2.5803,0.0366,"APATITE"
"5271","[22156] WUDARSKA A. (2018)","samp. AL8-1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.8377,49.8377,-65.1686,-65.1686,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","#AP1-1",NA,NA,NA,"primary",0.147,0.0698,0.1465,0.02,0.19,55.335,0.09,0.351,0.032536,0.08,41.911,0.649222605885046,1.941,0.63,"APATITE"
"5272","[22156] WUDARSKA A. (2018)","samp. AL8-1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.8377,49.8377,-65.1686,-65.1686,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","#AP2-1",NA,NA,NA,"primary",0.23,0,0.009326,0,0.118,55.751,0.007,0.503,0.006,0.129782349798266,42.194,0.564654676526144,2.195,0.01,"APATITE"
"5273","[22156] WUDARSKA A. (2018)","samp. AL8-1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.8377,49.8377,-65.1686,-65.1686,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","#AP3-1",NA,NA,NA,"primary",0.312,1.416,0.00176739310503636,0.027,0.073,54.731,0.07,0.354,0.0025,0.05,42.395,0.549265313521622,2.186,0.308,"APATITE"
"5274","[22156] WUDARSKA A. (2018)","samp. AL8-1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.8377,49.8377,-65.1686,-65.1686,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","#AP4-1",NA,NA,NA,"primary",0.2,0.01,0.061,0.046,0.014,55.424,0.028,0.372,0,0.068,42.506,0.708522906249674,1.854,0.1,"APATITE"
"5275","[22156] WUDARSKA A. (2018)","samp. AL8-1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.8377,49.8377,-65.1686,-65.1686,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","#AP5-1",NA,NA,NA,"primary",0.06,0.01,0.004,0.014,0.021,54.907,0,0.291,0,0.054,43.466,0.516881603650488,2.31,0.07,"APATITE"
"5276","[22156] WUDARSKA A. (2018)","samp. AL8-1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.8377,49.8377,-65.1686,-65.1686,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","#AP6-1",NA,NA,NA,"primary",0.298,1.416,0,0.029,0,54.553,0,0.303,0.00020354451146402,0.131,42.112,0.504214208172778,2.308,0.07,"APATITE"
"5277","[22156] WUDARSKA A. (2018)","samp. AL8-1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN",NA,49.8377,49.8377,-65.1686,-65.1686,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE","#AP7-1",NA,NA,NA,"primary",0.19,0.05,0.01,0.009,0.194,54.524,0.06,0.406,0.003,0.05,43.07,0.547900427553896,2.229,0.29,"APATITE"
