"CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","ZRO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","LA2O3(WT%)","CE2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","PBO(WT%)","NIO(WT%)","ZNO(WT%)","COO(WT%)","RB2O(WT%)","K2O(WT%)","NA2O(WT%)","LI2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","S2(WT%)","LOI(WT%)","O(WT%)","SI(WT%)","AL(WT%)","FE(WT%)","MG(WT%)","CA(WT%)","K(WT%)","NA(WT%)","HE(CCMSTP/G)","LI(PPM)","BE(PPM)","B(PPM)","P(PPM)","S(PPM)","AR36(CCMSTP/G)","AR40(AT/G)","AR40(CCMSTP/G)","AR40(MOL/G)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","SN(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","PB(PPM)","TH(PPM)","U(PPM)","U(PPB)","H2O(PPM)","ND143_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB207_PB204","PB207_PB206","PB208_PB204","PB208_PB206","HE3_HE4(R/R(A))","AR36_AR39","AR37_AR39","AR38_AR39","AR40_AR39","PB210_TH230_ACT","RA226_TH230_ACT","RA226_U238_ACT","TH230_TH232_ACT","TH230_U238_ACT","U234_U238_ACT","U238_TH230_ACT","U238_TH232_ACT","D13C(‰PDB)","D18O(‰)","D18O(‰SMOW)","D18O(‰VSMOW)","D34S(‰CDT)","D56FE(‰IRMM-014)","D57FE(‰IRMM-014)","ALBITE(MOL%)","ANORTHITE(MOL%)","CELSIAN(MOL%)","KALSILITE(MOL%)","(AL)KALIFELDSPAR(MOL%)","NEPHELINE(MOL%)","ORTHOCLASE(MOL%)","QUARTZ(MOL%)","AGE(KA)","AGE(MA)",
"[12403] AYDIN F. (2008)","samp. B5","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / PONTIDES","","40.8","41","39.6","39.8","subaerial","","","PHONOLITE, TEPHRI","","","","","LEUCITE","","microphenocryst","","","primary","54.57","0","","23.18","","","","","","","0.74","","0","0","0","","","","","","","","20.26","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12411] DAWSON J. B. (1998)","samp. BD 70","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","LOWER NE SLOPES OF THE VOLCANO","-2.75","-2.75","35.93","35.93","subaerial","","","NEPHELINITE, COMBEITE","","","","","NEPHELINE","","phenocryst","core","","primary","41.3","","","33.2","","","","","0.9","","","","0.26","","","","","","","","","","8.12","15.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12411] DAWSON J. B. (1998)","samp. BD 70","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","LOWER NE SLOPES OF THE VOLCANO","-2.75","-2.75","35.93","35.93","subaerial","","","NEPHELINITE, COMBEITE","","","","","NEPHELINE","","phenocryst","rim","","primary","42.3","","","31.7","","","","","2.39","","","","0.02","","","","","","","","","","7.85","15.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12411] DAWSON J. B. (1998)","samp. BD 70","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","LOWER NE SLOPES OF THE VOLCANO","-2.75","-2.75","35.93","35.93","subaerial","","","NEPHELINITE, COMBEITE","","","","","NEPHELINE","","groundmass","core","","primary","42.4","","","31.3","","","","","2.39","","","","0","","","","","","","","","","7.79","15.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12411] DAWSON J. B. (1998)","samp. BD 70","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","LOWER NE SLOPES OF THE VOLCANO","-2.75","-2.75","35.93","35.93","subaerial","","","NEPHELINITE, COMBEITE","","","","","NEPHELINE","","groundmass","intermediate zone","","primary","41.5","","","27.5","","","","","7.34","","","","0.02","","","","","","","","","","8.19","15.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12411] DAWSON J. B. (1998)","samp. BD 70","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","LOWER NE SLOPES OF THE VOLCANO","-2.75","-2.75","35.93","35.93","subaerial","","","NEPHELINITE, COMBEITE","","","","","NEPHELINE","","groundmass","rim","","primary","40.3","","","28","","","","","8.02","","","","0","","","","","","","","","","8.3","15.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12411] DAWSON J. B. (1998)","samp. BD 70","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","LOWER NE SLOPES OF THE VOLCANO","-2.75","-2.75","35.93","35.93","subaerial","","","NEPHELINITE, COMBEITE","","","","","SODALITE","","phenocryst","core","","primary","36.6","","","28.9","","","","","2.68","","","","0.19","0.12","0.04","","","","","","","","4.13","22.3","","0.13","","","","","0","6.57","","","","0.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12411] DAWSON J. B. (1998)","samp. BD 70","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","LOWER NE SLOPES OF THE VOLCANO","-2.75","-2.75","35.93","35.93","subaerial","","","NEPHELINITE, COMBEITE","","","","","SODALITE","","phenocryst","intermediate zone","","primary","36.5","","","27.9","","","","","3.47","","","","0.02","0.07","0.03","","","","","","","","3.83","22.5","","0.01","","","","","0","6.71","","","","0.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12411] DAWSON J. B. (1998)","samp. BD 70","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","LOWER NE SLOPES OF THE VOLCANO","-2.75","-2.75","35.93","35.93","subaerial","","","NEPHELINITE, COMBEITE","","","","","SODALITE","","phenocryst","rim","","primary","36.3","","","27.9","","","","","3.52","","","","0.06","0.07","0.06","","","","","","","","3.28","22.9","","0.05","","","","","0","6.67","","","","0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12411] DAWSON J. B. (1998)","samp. BD 70","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","LOWER NE SLOPES OF THE VOLCANO","-2.75","-2.75","35.93","35.93","subaerial","","","NEPHELINITE, COMBEITE","","","","","SODALITE","","phenocryst","core","","primary","36.6","","","28","","","","","3.12","","","","0.05","0.09","0.05","","","","","","","","3.77","22.6","","0.03","","","","","0.17","6.41","","","","0.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12411] DAWSON J. B. (1998)","samp. BD 70","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","LOWER NE SLOPES OF THE VOLCANO","-2.75","-2.75","35.93","35.93","subaerial","","","NEPHELINITE, COMBEITE","","","","","SODALITE","","phenocryst","rim","","primary","36.2","","","28","","","","","3.52","","","","0.09","0.08","0.05","","","","","","","","3.76","22.6","","0.04","","","","","0.17","6.61","","","","0.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12411] DAWSON J. B. (1998)","samp. BD 70","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","LOWER NE SLOPES OF THE VOLCANO","-2.75","-2.75","35.93","35.93","subaerial","","","NEPHELINITE, COMBEITE","","","","","SODALITE","","groundmass","","","primary","35.9","","","28.4","","","","","3.27","","","","0.14","0.04","0","","","","","","","","3.64","22.6","","0.04","","","","","0.16","6.64","","","","0.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12474] GIANNETTI B. (2002)","samp. SSM1","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA","","41.28","41.28","13.98","13.98","subaerial","","","PHONOLITE","","","","","NEPHELINE","","","","","primary","44.35","","","32.24","","","","","","","0.61","","1.34","0.35","","","0.4","","","","","","4.7","15.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12474] GIANNETTI B. (2002)","samp. MU1","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA","","41.28","41.28","13.98","13.98","subaerial","","","PHONOLITE","","","","","NEPHELINE","","","","","primary","44.76","","","32.43","","","","","","","0.81","","1.8","0.21","","","0.72","","","","","","3.73","15.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12474] GIANNETTI B. (2002)","samp. MTP1","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA","","41.28","41.28","13.98","13.98","subaerial","","","PHONOLITE","","","","","NEPHELINE","","","","","primary","45.5","","","31.76","","","","","","","0.69","","1.2","0.31","","","0.33","","","","","","4.13","15.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12474] GIANNETTI B. (2002)","samp. MC1","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA","","41.28","41.28","13.98","13.98","subaerial","","","PHONOLITE","","","","","NEPHELINE","","","","","primary","46.96","","","31.92","","","","","","","0.15","","0.49","0.47","","","0.72","","","","","","3.53","15.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12474] GIANNETTI B. (2002)","samp. MC1","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA","","41.28","41.28","13.98","13.98","subaerial","","","PHONOLITE","","","","","LEUCITE","","","","","primary","55.22","","","22.51","","","","","","","0.11","","0.14","0.16","","","","","","","","","21.4","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12495] FRANCALANCI L. (1987)","samp. ALB-41","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI)","","41.73","41.73","12.65","12.65","subaerial","","","LEUCITITE","","","","","LEUCITE","","","","","primary","54.54","0.08","","23.13","","","","","","","","0.53","","","","","","","","","","","21.33","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.53","","","","","2.1","","","","","","","","833","318","","","","","","90","2170","11","28","","5.6","1.4","0.38","","0.24","","","","","0.65","","0.44","0.18","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12495] FRANCALANCI L. (1987)","samp. ALB-40","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI)","","41.73","41.73","12.65","12.65","subaerial","","","LEUCITITE","","","","","LEUCITE","","","","","primary","55.42","0.04","","23.79","","","","","","","","0.36","","","","","","","","","","","21.27","0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19","","","","","1","","","","","","","","961","78","","","","","","116","1360","4.4","10","","3.8","0.4","0.14","","0.15","","","","","","","0.4","0.1","","","2.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12495] FRANCALANCI L. (1987)","samp. BOLS 262","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / BOLSENA (VULSINI VOLCANIC DISTRICT)","","42.63","42.63","11.98","11.98","subaerial","","","PHONOLITE, LEUCITE","","","","","LEUCITE","","","","","primary","54.16","0.05","","21.85","","","","","","","","0.51","","","","","","","","","","","22.59","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.47","","","","","1.2","","","","","","","","631","","","","","","","","100","5.4","8.7","","","0.4","0.19","","0.08","","","","","0.07","","0.24","","","","2.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12495] FRANCALANCI L. (1987)","samp. VLT 1523","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE","MELFI","40.9989","40.9989","15.2039","15.2039","subaerial","","","HAUYNOPHYRE","","","","","HAUYNE","","","","","primary","33.62","","","28.52","","","","","","0.7","","0.76","5.43","","","","","","","","","","3.8","17.07","","","1.65","","","","","0.29","","","","9.39","","","","","","","","","","","","","","","","","","","","","","","0.2","","","1.2","","5.4","","","","","","","","23","3880","","","","","","0.15","1000","25","38","","10","1.2","0.43","","0.12","","","","","0.22","0.03","0.54","0.8","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12496] GIANNETTI B. (1982)","samp. FS","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA","","41.278","41.278","13.9847","13.9847","subaerial","","","SYENITE, FOID","","","","","NEPHELINE","","","","","primary","44.49","0","","33.64","","","","","","","","0.31","1.9","0","0","","","","","","","","3.83","16.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12496] GIANNETTI B. (1982)","samp. FS","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA","","41.278","41.278","13.9847","13.9847","subaerial","","","SYENITE, FOID","","","","","SODALITE","","","","","primary","36.95","0","","30.06","","","","","","","","0","0.58","0","0","","","","","","","","1.64","23.5","","","","","","","","7","","","","0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[12496] GIANNETTI B. (1982)","samp. FS","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA","","41.278","41.278","13.9847","13.9847","subaerial","","","SYENITE, FOID","","","","","HAUYNE","","","","","primary","35.28","0","","27.63","","","","","","","","0","5.28","0","0","","","","","","","","3.19","16.03","","","","","","","","2.54","","","","7.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
