"CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","ZRO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","LA2O3(WT%)","CE2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","PBO(WT%)","NIO(WT%)","ZNO(WT%)","COO(WT%)","RB2O(WT%)","K2O(WT%)","NA2O(WT%)","LI2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","S2(WT%)","LOI(WT%)","O(WT%)","SI(WT%)","AL(WT%)","FE(WT%)","MG(WT%)","CA(WT%)","K(WT%)","NA(WT%)","HE(CCMSTP/G)","LI(PPM)","BE(PPM)","B(PPM)","P(PPM)","S(PPM)","AR36(CCMSTP/G)","AR40(AT/G)","AR40(CCMSTP/G)","AR40(MOL/G)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","SN(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","PB(PPM)","TH(PPM)","U(PPM)","U(PPB)","H2O(PPM)","ND143_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB207_PB204","PB207_PB206","PB208_PB204","PB208_PB206","HE3_HE4(R/R(A))","AR36_AR39","AR37_AR39","AR38_AR39","AR40_AR39","PB210_TH230_ACT","RA226_TH230_ACT","RA226_U238_ACT","TH230_TH232_ACT","TH230_U238_ACT","U234_U238_ACT","U238_TH230_ACT","U238_TH232_ACT","D13C(‰PDB)","D18O(‰)","D18O(‰SMOW)","D18O(‰VSMOW)","D34S(‰CDT)","D56FE(‰IRMM-014)","D57FE(‰IRMM-014)","ALBITE(MOL%)","ANORTHITE(MOL%)","CELSIAN(MOL%)","KALSILITE(MOL%)","(AL)KALIFELDSPAR(MOL%)","NEPHELINE(MOL%)","ORTHOCLASE(MOL%)","QUARTZ(MOL%)","AGE(KA)","AGE(MA)",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID7_GM_P2","","","","primary","46.22","0.0166","","31.17","","","","","","","1.81","","0.0929","0.087","","","","","","","","","4.48","16.37","","","","","","","","0.0216","","","","0.0095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID7_GM_P4 ","","","","primary","45.34","0.0271","","31.65","","","","","","","1.81","","0.0949","0.0391","","","","","","","","","4.82","16.69","","","","","","","","0.0008","","","","0.0071","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID9_PROFILE_1 ","","","","primary","43.4848","0.0308","","31.6","","","","","","","1.91","","0.1026","0.0216","","","","","","","","","4.6755","16.813612","","","","","","","","0.0063","","","","0.0008902","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID9_PROFILE_2 ","","","","primary","43.5692","0.0285","","31.44","","","","","","","1.85","","0.1149","0.0629","","","","","","","","","4.5355","16.795401","","","","","","","","0.0196","","","","0.0047432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID9_PROFILE_3 ","","","","primary","48.3379","0","","29.97","","","","","","","1.86","","0.0662","0.0703","","","","","","","","","4.2268","15.909051","","","","","","","","0.0092","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID9_PROFILE_4 ","","","","primary","46.9511","0.0285","","30.78","","","","","","","2.02","","0.0977","0.1212","","","","","","","","","4.5135","16.264272","","","","","","","","0.0124","","","","0.002663","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID9_PROFILE_5 ","","","","primary","47.7548","0.0117","","30.44","","","","","","","1.74","","0.0873","0.0577","","","","","","","","","5.0876","15.680559","","","","","","","","0.0128","","","","0.0088684","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID9_RIM1_P1 ","","","","primary","47.5453","0.0246","","31.02","","","","","","","1.85","","0.0971","0.0712","","","","","","","","","5.1756","16.177209","","","","","","","","0.0093","","","","0.0022642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID9_RIM1_P2 ","","","","primary","46.8434","0.0281","","31.39","","","","","","","1.92","","0.0971","0.0461","","","","","","","","","4.6986","16.441691","","","","","","","","0.0043","","","","0.0125892","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID9_RIM2_P4 ","","","","primary","48.6182","0.0352","","30.65","","","","","","","1.9","","0.091","0.2141","","","","","","","","","5.1224","15.71823","","","","","","","","0.0097","","","","0.0145288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID9_RIM2_P5 ","","","","primary","49.4354","0.0173","","31.65","","","","","","","1.6","","0.0937","0.0437","","","","","","","","","5.2499","12.921578","","","","","","","","0.0018","","","","0.0064729","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID9_RIM2_P6 ","","","","primary","51.322","0.0158","","29.04","","","","","","","1.59","","0.0729","0.0156","","","","","","","","","6.3876","14.115374","","","","","","","","0.0063","","","","0.0035274","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID15_RIM1_P3","","","","primary","45.5703","0.0113","","31.67","","","","","","","1.66","","0.0988","0.0236","","","","","","","","","4.7086","16.721508","","","","","","","","0.031","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID15_RIM2_P4 ","","","","primary","45.9814","0.0295","","31.34","","","","","","","1.96","","0.1023","0.1999","","","","","","","","","4.7094","16.784601","","","","","","","","0.0034","","","","0.002124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID15_RIM2_P6","","","","primary","48.7904","0.1514","","29.04","","","","","","","2.97","","0.1532","0.4046","","","","","","","","","4.949","14.088978","","","","","","","","0.0725","","","","0.0229688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID16_RIM1_P1 ","","","","primary","47.2122","0.0122","","31.51","","","","","","","1.85","","0.0905","0.1424","","","","","","","","","4.3348","16.760785","","","","","","","","0.0038","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID16_RIM1_P2","","","","primary","46.8716","0.0136","","31.63","","","","","","","1.59","","0.0737","0.0675","","","","","","","","","4.2065","16.87468","","","","","","","","0.0055","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID16_RIM1_P3","","","","primary","47.7455","0.0141","","31.06","","","","","","","1.53","","0.0615","0.0325","","","","","","","","","4.3759","16.531649","","","","","","","","0.0029","","","","0.0065588","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID16_RIM2_P4 ","","","","primary","49.695","0.027","","30.48","","","","","","","1.95","","0.1133","0.3882","","","","","","","","","4.5652","15.55886","","","","","","","","0.021","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID16_RIM2_P5","","","","primary","46.3368","0.0228","","31.64","","","","","","","1.89","","0.0749","0.0495","","","","","","","","","4.3873","17.013397","","","","","","","","0.0119","","","","0.0066527","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID16_RIM2_P6","","","","primary","45.7442","0.058","","31.75","","","","","","","1.88","","0.1299","0.0434","","","","","","","","","4.7454","16.873418","","","","","","","","0.0017","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID16_PROFILE1 ","","","","primary","48.2501","0.0064","","31.54","","","","","","","1.68","","0.0812","0.0399","","","","","","","","","4.21","16.855321","","","","","","","","0.0147","","","","0.0097344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID16_PROFILE2 ","","","","primary","47.3095","0.0151","","31.31","","","","","","","1.7","","0.081","0.0529","","","","","","","","","4.0716","16.877864","","","","","","","","0.0099","","","","0.015707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID16_PROFILE3 ","","","","primary","50.7489","0.0408","","28.32","","","","","","","1.4","","0.0727","0.0411","","","","","","","","","6.4461","13.373988","","","","","","","","0.0177","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID16_PROFILE4 ","","","","primary","49.2188","0.0568","","30.01","","","","","","","1.74","","0.1333","0.1824","","","","","","","","","6.2882","14.442963","","","","","","","","0.0178","","","","0.0257189","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_FOID16_PROFILE5 ","","","","primary","46.6701","0.0256","","31.43","","","","","","","1.95","","0.0879","0.0466","","","","","","","","","4.7492","16.508417","","","","","","","","0.0044","","","","0.0022151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_NEPH1_RIM1_P1 ","","","","primary","43.28","0","","34.39","","","","","","","1.1719","","0.1685","0","","","","","","","","","5.60589","15.4296512","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_NEPH1_RIM2_P4 ","","","","primary","43.47","0","","34.17","","","","","","","0.9402","","0.1534","0","","","","","","","","","5.58158","15.380632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_NEPH1_RIM2_P5","","","","primary","43.68","0.0217","","34.22","","","","","","","1.0385","","0.1742","0.0027","","","","","","","","","5.50067","15.0334435","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_NEPH1_RIM2_P6","","","","primary","46.65","0.0155","","33.08","","","","","","","1.686","","0.1014","0.0295","","","","","","","","","4.56614","14.1508344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_NEPH2_RIM1_P1 ","","","","primary","43.76","0","","34.11","","","","","","","1.0098","","0.1754","0","","","","","","","","","5.53746","15.2244646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_NEPH2_RIM1_P3","","","","primary","44","0.014","","34.55","","","","","","","1.0525","","0.1375","0","","","","","","","","","5.4155","15.2598232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_NEPH2_RIM2_P4 ","","","","primary","43.93","0.0243","","34.62","","","","","","","1.0956","","0.1467","0","","","","","","","","","5.4934","15.1557587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_NEPH2_RIM2_P5","","","","primary","44.21","0.012","","34.45","","","","","","","0.957","","0.1276","0","","","","","","","","","5.34324","14.6814487","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_NEPH2_RIM2_P6","","","","primary","44.12","0.0096","","34.85","","","","","","","1.0042","","0.1551","0","","","","","","","","","5.42111","15.220336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_NEPH2_RIM2_P7","","","","primary","43.32","0.0081","","34.08","","","","","","","1.0555","","0.1799","0","","","","","","","","","5.51875","15.2136579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_NEPH3_RIM1_P1 ","","","","primary","46.2","0.1386","","32.52","","","","","","","1.3517","","0.2536","0.0364","","","","","","","","","4.15035","13.7935069","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_NEPH3_RIM1_P2","","","","primary","47.06","0.0326","","31.76","","","","","","","1.4948","","0.0746","0.0204","","","","","","","","","4.35721","14.8980391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[23232] SAMROCK L. K. (2019)","samp. 149-6","SEAMOUNT","CAPE VERDE ISLANDS / CADAMOSTO","","14.6457","14.646","-24.9335","-24.9365","subaquatic","-2012","-2025","PHONOLITE","","","","","NEPHELINE","149-6_NEPH3_RIM1_P3","","","","primary","46.78","0.0325","","32.5","","","","","","","1.4256","","0.0928","0.007","","","","","","","","","4.38575","14.3841849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
