"CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","C(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","S(WT%)","LOI(WT%)","O(WT%)","MG(WT%)","K(WT%)","MG(PPM)","AL(PPM)","AR40(MOL/G)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","AG(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","AU(PPM)","TH(PPM)","U(PPM)","SR87_SR86","RB87_SR86","D18O(‰SMOW)","D18O(‰VSMOW)","DD(‰)","DD(‰VSMOW)","AGE(MA)",
"[14030] SCRIBANO V. (2006)","samp. FBZ","COMPLEX VOLCANIC SETTINGS","HYBLEAN (IBLEAN) PLATEAU / VALLE GUFFARI TUFF BRECCIA","","37.17","37.17","14.92","14.92","subaerial","","","PERIDOTITE, XENOLITH","","","","","CLAY MINERAL","","","","","secondary","47.64","0","20.08","","","","0.4","","5.46","0.21","0","1.41","0.97","","5.04","0.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[14030] SCRIBANO V. (2006)","samp. FBZ","COMPLEX VOLCANIC SETTINGS","HYBLEAN (IBLEAN) PLATEAU / VALLE GUFFARI TUFF BRECCIA","","37.17","37.17","14.92","14.92","subaerial","","","PERIDOTITE, XENOLITH","","","","","CLAY MINERAL","","","","","secondary","43.78","0","20.48","","","","0.46","","6.22","0.42","0","1.23","0.91","","4.75","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[14030] SCRIBANO V. (2006)","samp. FBZ","COMPLEX VOLCANIC SETTINGS","HYBLEAN (IBLEAN) PLATEAU / VALLE GUFFARI TUFF BRECCIA","","37.17","37.17","14.92","14.92","subaerial","","","PERIDOTITE, XENOLITH","","","","","CLAY MINERAL","","","","","secondary","49.54","0","17.14","","","","0.75","","4.64","0.17","0.01","","","","3.87","0.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[14030] SCRIBANO V. (2006)","samp. FBZ","COMPLEX VOLCANIC SETTINGS","HYBLEAN (IBLEAN) PLATEAU / VALLE GUFFARI TUFF BRECCIA","","37.17","37.17","14.92","14.92","subaerial","","","PERIDOTITE, XENOLITH","","","","","CLAY MINERAL","","","","","secondary","46.42","0.04","8.83","","","","10.62","","1.22","18.09","0.02","","","","2.52","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[14030] SCRIBANO V. (2006)","samp. FBZ","COMPLEX VOLCANIC SETTINGS","HYBLEAN (IBLEAN) PLATEAU / VALLE GUFFARI TUFF BRECCIA","","37.17","37.17","14.92","14.92","subaerial","","","PERIDOTITE, XENOLITH","","","","","CLAY MINERAL","","","","","secondary","46.38","0.07","8.97","","","","9.67","","1.45","18.05","0.12","","","","2.11","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[14030] SCRIBANO V. (2006)","samp. FBZ","COMPLEX VOLCANIC SETTINGS","HYBLEAN (IBLEAN) PLATEAU / VALLE GUFFARI TUFF BRECCIA","","37.17","37.17","14.92","14.92","subaerial","","","PERIDOTITE, XENOLITH","","","","","CLAY MINERAL","","","","","secondary","43.59","1.43","10.03","","","","20.52","","1.06","6.45","0","","","","3.95","0.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[14030] SCRIBANO V. (2006)","samp. FBZ","COMPLEX VOLCANIC SETTINGS","HYBLEAN (IBLEAN) PLATEAU / VALLE GUFFARI TUFF BRECCIA","","37.17","37.17","14.92","14.92","subaerial","","","PERIDOTITE, XENOLITH","","","","","CLAY MINERAL","","","","","secondary","42.37","0.87","9.61","","","","23.52","","0.92","6.88","0","","","","3.29","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[14069] MAHOTKIN I. L. (2000)","samp. 1490/1017","INTRAPLATE VOLCANICS","BALTIC SHIELD - PALEOZOIC / ARKHANGELSK PROVINCE / ZOLOTITSA (ZIMNIY BEREG) IGNEOUS FIELD / PIONERSKAYA KIMBERLITE PIPE","","65.69","65.69","40.18","40.18","subaerial","","","KIMBERLITE","","","","","SAPONITE","","groundmass","","","primary","32.81","0","7.52","0","","","3.77","","0.14","37.56","0","","","","0.21","0.33","","","","","","","","0.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[14069] MAHOTKIN I. L. (2000)","samp. 1490/1017","INTRAPLATE VOLCANICS","BALTIC SHIELD - PALEOZOIC / ARKHANGELSK PROVINCE / ZOLOTITSA (ZIMNIY BEREG) IGNEOUS FIELD / PIONERSKAYA KIMBERLITE PIPE","","65.69","65.69","40.18","40.18","subaerial","","","KIMBERLITE","","","","","SAPONITE","","groundmass","","","primary","41.79","0","1.27","0","","","6.57","","0.15","35.18","0.17","","","","0.95","0","","","","","","","","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15812] SKOLOTNEV S. G. (2012)","samp. S2303/1","SEAMOUNT","BATHYMETRISTS (GRIMALDI) SEAMOUNT CHAIN / CARTER / SITE 2303","","9.1283","9.1283","-21.2617","-21.2617","subaquatic","-2300","-2400","MELILITITE, OLIVINE","PORPHYRITIC","","","","CLAY MINERAL","","","","","secondary","44.56","0.62","16.28","","","","1.81","","4.88","4.74","","","","","1.46","0.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15812] SKOLOTNEV S. G. (2012)","samp. S2303/1","SEAMOUNT","BATHYMETRISTS (GRIMALDI) SEAMOUNT CHAIN / CARTER / SITE 2303","","9.1283","9.1283","-21.2617","-21.2617","subaquatic","-2300","-2400","MELILITITE, OLIVINE","PORPHYRITIC","","","","CLAY MINERAL","","","","","secondary","48.2","0.17","19.89","","","","2.55","","1.04","3.75","","","","","1.83","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15812] SKOLOTNEV S. G. (2012)","samp. S2303/1","SEAMOUNT","BATHYMETRISTS (GRIMALDI) SEAMOUNT CHAIN / CARTER / SITE 2303","","9.1283","9.1283","-21.2617","-21.2617","subaquatic","-2300","-2400","MELILITITE, OLIVINE","PORPHYRITIC","","","","CLAY MINERAL","","groundmass","","","secondary","43.92","0.12","5.88","","","","3.29","","0.8","16.65","","","","","0.93","0.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15812] SKOLOTNEV S. G. (2012)","samp. S2303/1","SEAMOUNT","BATHYMETRISTS (GRIMALDI) SEAMOUNT CHAIN / CARTER / SITE 2303","","9.1283","9.1283","-21.2617","-21.2617","subaquatic","-2300","-2400","MELILITITE, OLIVINE","PORPHYRITIC","","","","CLAY MINERAL","","groundmass","","","secondary","48.84","0.15","14.09","","","","7.72","","1.43","6.86","","","","","2.02","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15812] SKOLOTNEV S. G. (2012)","samp. S2303/1","SEAMOUNT","BATHYMETRISTS (GRIMALDI) SEAMOUNT CHAIN / CARTER / SITE 2303","","9.1283","9.1283","-21.2617","-21.2617","subaquatic","-2300","-2400","MELILITITE, OLIVINE","PORPHYRITIC","","","","CLAY MINERAL","","","","","secondary","49.01","0.12","8.16","","","","2.64","","1.09","17.66","","","","","1.57","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15812] SKOLOTNEV S. G. (2012)","samp. S2303/1","SEAMOUNT","BATHYMETRISTS (GRIMALDI) SEAMOUNT CHAIN / CARTER / SITE 2303","","9.1283","9.1283","-21.2617","-21.2617","subaquatic","-2300","-2400","MELILITITE, OLIVINE","PORPHYRITIC","","","","CLAY MINERAL","","","","","secondary","44.07","1.15","12.02","","","","12.11","","2.04","3.42","","","","","0.8","0.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15812] SKOLOTNEV S. G. (2012)","samp. S2303/1","SEAMOUNT","BATHYMETRISTS (GRIMALDI) SEAMOUNT CHAIN / CARTER / SITE 2303","","9.1283","9.1283","-21.2617","-21.2617","subaquatic","-2300","-2400","MELILITITE, OLIVINE","PORPHYRITIC","","","","CLAY MINERAL","","","","","secondary","25.26","0.85","6.52","","","","41.32","","0.52","2.95","","","","","0.67","0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15812] SKOLOTNEV S. G. (2012)","samp. S2303/1","SEAMOUNT","BATHYMETRISTS (GRIMALDI) SEAMOUNT CHAIN / CARTER / SITE 2303","","9.1283","9.1283","-21.2617","-21.2617","subaquatic","-2300","-2400","MELILITITE, OLIVINE","PORPHYRITIC","","","","CLAY MINERAL","","","","","secondary","49.01","0.12","9.07","","","","2.64","","1.09","17.66","","","","","0.78","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15812] SKOLOTNEV S. G. (2012)","samp. S2303/1","SEAMOUNT","BATHYMETRISTS (GRIMALDI) SEAMOUNT CHAIN / CARTER / SITE 2303","","9.1283","9.1283","-21.2617","-21.2617","subaquatic","-2300","-2400","MELILITITE, OLIVINE","PORPHYRITIC","","","","CLAY MINERAL","","","","","secondary","52.99","0.15","8.78","","","","16.85","","1.25","5.31","","","","","2.69","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15812] SKOLOTNEV S. G. (2012)","samp. S2304/1","SEAMOUNT","BATHYMETRISTS (GRIMALDI) SEAMOUNT CHAIN / CARTER / SITE 2304","","9.2151","9.2151","-21.28","-21.28","subaquatic","-1700","-2100","ANKARAMITE","PORPHYRITIC","","","","CLAY MINERAL","","groundmass","","","secondary","52.84","0.7","24.9","","","","6.47","","1.33","3","","","","","2.51","0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15812] SKOLOTNEV S. G. (2012)","samp. S2304/1","SEAMOUNT","BATHYMETRISTS (GRIMALDI) SEAMOUNT CHAIN / CARTER / SITE 2304","","9.2151","9.2151","-21.28","-21.28","subaquatic","-1700","-2100","ANKARAMITE","PORPHYRITIC","","","","CLAY MINERAL","","groundmass","","","secondary","44.41","0.75","17.95","","","","9.1","","0.91","2.62","","","","","2.42","0.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15812] SKOLOTNEV S. G. (2012)","samp. S2304/2","SEAMOUNT","BATHYMETRISTS (GRIMALDI) SEAMOUNT CHAIN / CARTER / SITE 2304","","9.2151","9.2151","-21.28","-21.28","subaquatic","-1700","-2100","TEPHRITE, NEPHELINE","PORPHYRITIC","","","","CLAY MINERAL","","groundmass","","","secondary","39.51","0.25","21.08","","","","3.56","","1.11","1.67","","","","","1.99","2.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15812] SKOLOTNEV S. G. (2012)","samp. S2304/2","SEAMOUNT","BATHYMETRISTS (GRIMALDI) SEAMOUNT CHAIN / CARTER / SITE 2304","","9.2151","9.2151","-21.28","-21.28","subaquatic","-1700","-2100","TEPHRITE, NEPHELINE","PORPHYRITIC","","","","CLAY MINERAL","","groundmass","","","secondary","45.76","0.27","30.53","","","","3.89","","1.32","2.4","","","","","1.07","0.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15812] SKOLOTNEV S. G. (2012)","samp. S2304/2","SEAMOUNT","BATHYMETRISTS (GRIMALDI) SEAMOUNT CHAIN / CARTER / SITE 2304","","9.2151","9.2151","-21.28","-21.28","subaquatic","-1700","-2100","TEPHRITE, NEPHELINE","PORPHYRITIC","","","","CLAY MINERAL","","groundmass","","","secondary","38.89","0.28","26.24","","","","3.78","","0.95","1.71","","","","","1.13","0.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15944] WHITE J. L. (2012)","samp. W7","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_MESOZOIC / SOUTH AFRICA / KIMBERLEY KIMBERLITE PROVINCE / WESSELTON KIMBERLITE","WESSELTON PIPE","-28.766","-28.766","24.83","24.83","subaerial","","","KIMBERLITE","MACROCRYSTIC","","","","SAPONITE","","","","","secondary","27.83","1.02","21.34","","","","4.9","","0.66","21.14","0.17","","","","2.13","1.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15944] WHITE J. L. (2012)","samp. W7","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_MESOZOIC / SOUTH AFRICA / KIMBERLEY KIMBERLITE PROVINCE / WESSELTON KIMBERLITE","WESSELTON PIPE","-28.766","-28.766","24.83","24.83","subaerial","","","KIMBERLITE","MACROCRYSTIC","","","","SAPONITE","","","","","secondary","27.68","1.39","19.94","","","","5.74","","2.27","24.8","0.12","","","","0.84","2.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15944] WHITE J. L. (2012)","samp. W7","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_MESOZOIC / SOUTH AFRICA / KIMBERLEY KIMBERLITE PROVINCE / WESSELTON KIMBERLITE","WESSELTON PIPE","-28.766","-28.766","24.83","24.83","subaerial","","","KIMBERLITE","MACROCRYSTIC","","","","SAPONITE","","","","","secondary","29.49","1.59","20.95","","","","3.8","","2.86","22.68","0.1","","","","0.36","1.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15944] WHITE J. L. (2012)","samp. W7","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_MESOZOIC / SOUTH AFRICA / KIMBERLEY KIMBERLITE PROVINCE / WESSELTON KIMBERLITE","WESSELTON PIPE","-28.766","-28.766","24.83","24.83","subaerial","","","KIMBERLITE","MACROCRYSTIC","","","","SAPONITE","","","","","secondary","30.9","1.94","17.02","","","","7.75","","1.57","24.84","0.15","0.38","","","0.94","1.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15944] WHITE J. L. (2012)","samp. W7","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_MESOZOIC / SOUTH AFRICA / KIMBERLEY KIMBERLITE PROVINCE / WESSELTON KIMBERLITE","WESSELTON PIPE","-28.766","-28.766","24.83","24.83","subaerial","","","KIMBERLITE","MACROCRYSTIC","","","","SAPONITE","","","","","secondary","32.19","1.67","22.96","","","","4.51","","2.28","24.53","0.08","1.18","","","0.27","1.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15944] WHITE J. L. (2012)","samp. W7","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_MESOZOIC / SOUTH AFRICA / KIMBERLEY KIMBERLITE PROVINCE / WESSELTON KIMBERLITE","WESSELTON PIPE","-28.766","-28.766","24.83","24.83","subaerial","","","KIMBERLITE","MACROCRYSTIC","","","","SAPONITE","","","","","secondary","26.82","1.57","19.45","","","","6.89","","0.95","24.44","0.3","2.83","","","2.23","3.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15980] BOODEN M. A. (2012)","samp. R17831","CONVERGENT MARGIN","NEW ZEALAND / COROMANDEL-TAUPO / COROMANDEL VOLCANIC ZONE / WAIWAWA SUBGROUP","KAPUKAPU","-36.5","-37.5","175.5","176","subaerial","","","ANDESITE, PYROXENE","","","","fresh","CLAY MINERAL","","","","","primary","46.16","0.14","37.1","0.04","","","1.19","","0.21","0.08","0.09","","","0.1","0.28","0.02","0.06","","","","","","","0.08","0.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[15980] BOODEN M. A. (2012)","samp. R17831","CONVERGENT MARGIN","NEW ZEALAND / COROMANDEL-TAUPO / COROMANDEL VOLCANIC ZONE / WAIWAWA SUBGROUP","KAPUKAPU","-36.5","-37.5","175.5","176","subaerial","","","ANDESITE, PYROXENE","","","","fresh","CLAY MINERAL","","","","","primary","43.31","0.01","37.39","0.02","","","0.89","","0.15","0.03","0.01","","","0.02","0.39","0.11","0.03","","","","","","","0.2","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[17978] SHALLALY N. A. (2013)","samp. N2.1","RIFT VOLCANICS","GULF OF SUEZ RIFT / BELAYIM (CENTRAL) SUEZ RIFT PROVINCE / EGYPT","WADI NUKHUL, DIKES","29","29.1","30.1","30.17","subaerial","","","BASALT","","","","","SMECTITE","","","","","secondary","66.4","0","1.4","","","","0.3","","5.8","4.4","0","","","","0.9","9.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[17978] SHALLALY N. A. (2013)","samp. N2.1","RIFT VOLCANICS","GULF OF SUEZ RIFT / BELAYIM (CENTRAL) SUEZ RIFT PROVINCE / EGYPT","WADI NUKHUL, DIKES","29","29.1","30.1","30.17","subaerial","","","BASALT","","","","","SMECTITE","","","","","secondary","25.9","0.2","16.3","","","","9.3","","3.5","0.4","0","","","","0.6","5.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18064] PEDERSEN A. K. (1985)","samp. GGU135956","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / WEST GREENLAND / VAIGAT FORMATION, KUGANGUAQ MEMBER","4.6 KM SOUTH OF THE ENTRANCE TO KUGANGUAQ, DISKO (QEGERTARSSUAQ)","70.2464","70.2464","-53.8508","-53.8508","subaerial","","","BASALT","OLIVINE MICROPORPHYRITIC","","","","SMECTITE","","","","","secondary","48.2","0.28","5.12","","","","13.6","","1.27","15.4","0.14","","","","0.55","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18064] PEDERSEN A. K. (1985)","samp. GGU135972","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / WEST GREENLAND / VAIGAT FORMATION, KUGANGUAQ MEMBER","ABOUT 1 KM NORTH OF HARALD MOLTKE DAL, DISKO (QEGERTARSSUAQ)","70.2286","70.2286","-53.8664","-53.8664","subaerial","860","860","BASALT","FELDSPAR-PHYRIC","","","","SMECTITE","","","","","secondary","52.2","0.21","12.6","","","","8.34","","0.94","4.38","","","","","0.59","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18064] PEDERSEN A. K. (1985)","samp. GGU135961","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / WEST GREENLAND / VAIGAT FORMATION, KUGANGUAQ MEMBER","","70","70","-54","-54","subaerial","","","ANDESITE","","","","","SMECTITE","","","","","secondary","48.7","0.47","11.3","","","","15.7","","3.82","9.85","0.39","","","","0.22","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18064] PEDERSEN A. K. (1985)","samp. GGU138229","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / WEST GREENLAND / VAIGAT FORMATION, KUGANGUAQ MEMBER","","70","70","-54","-54","subaerial","","","BASALT","OLIVINE MICROPORHYRITIC","","","","SMECTITE","","","","","secondary","49.2","0.09","4.73","0.18","","","13.7","","1.57","18.9","0.16","","","","0.3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18064] PEDERSEN A. K. (1985)","samp. GGU135962","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / WEST GREENLAND / VAIGAT FORMATION, KUGANGUAQ MEMBER","4.6 KM SOUTH OF THE ENTRANCE TO KUGANGUAQ, DISKO (QEGERTARSSUAQ)","70.2464","70.2464","-53.8508","-53.8508","subaerial","","","ANDESITE","","","","","SMECTITE","","","","","secondary","53.9","","1.54","","","","13.1","","0.89","20.7","","","","","0.34","0.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18496] RENAC C. (2014)","samp. 9","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / MAGHREBIDES / ALGERIA / MAGHNIA VOLCANIC MASSIF","AIN TEURBA","34.9025","34.9025","-1.6776","-1.6776","subaerial","","","RHYOLITE","","","","","SMECTITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6","","-81","",
"[18496] RENAC C. (2014)","samp. 5","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / MAGHREBIDES / ALGERIA / MAGHNIA VOLCANIC MASSIF","AIN TEURBA","34.9025","34.9025","-1.6776","-1.6776","subaerial","","","RHYOLITE","","","","","SMECTITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5","","-79","",
"[18496] RENAC C. (2014)","samp. 1","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / MAGHREBIDES / ALGERIA / MAGHNIA VOLCANIC MASSIF","AIN TEURBA","34.9025","34.9025","-1.6776","-1.6776","subaerial","","","RHYOLITE","","","","","SMECTITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8","","-63","",
"[18496] RENAC C. (2014)","samp. 1","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / MAGHREBIDES / ALGERIA / MAGHNIA VOLCANIC MASSIF","AIN TEURBA","34.9025","34.9025","-1.6776","-1.6776","subaerial","","","RHYOLITE","","","","","SMECTITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-62","",
"[18496] RENAC C. (2014)","samp. 7","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / MAGHREBIDES / ALGERIA / MAGHNIA VOLCANIC MASSIF","HAMMAM BOUGHARA","34.8977","34.8977","-1.6354","-1.6354","subaerial","","","RHYOLITE","","","","","SMECTITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5","","-66","",
"[18496] RENAC C. (2014)","samp. 6","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / MAGHREBIDES / ALGERIA / MAGHNIA VOLCANIC MASSIF","HAMMAM BOUGHARA","34.8977","34.8977","-1.6354","-1.6354","subaerial","","","RHYOLITE","","","","","SMECTITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9","","-50","",
"[18496] RENAC C. (2014)","samp. 7","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / MAGHREBIDES / ALGERIA / MAGHNIA VOLCANIC MASSIF","HAMMAM BOUGHARA","34.8977","34.8977","-1.6354","-1.6354","subaerial","","","RHYOLITE","","","","","SMECTITE","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-63","",
"[19115] SMITH B. H. C. (1989)","samp. P5/1","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / ANANTAPUR DISTRICT / WAJRAKARUR-LATTAVARAM CLUSTER","MULIGIRIPALLE, PIPE 5","14.95","14.95","77.3167","77.3167","subaerial","","","KIMBERLITE","","","","","MONTMORILLONITE","","","core","","primary","38.5","0.07","0.01","0.03","","","7.4","","24.66","29.38","0.32","","","","0.01","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[19412] CHATTERJEE N. (2015)","samp. MMF6","CONTINENTAL FLOOD BASALT","DECCAN / SOUTHERN DECCAN / WAI SUBGROUP - POLADPUR FORMATION","POWAI QUARRY WEST SIDE, POLADPUR MEMBER, COASTAL DIKE SWARM","19.1167","19.1167","72.9167","72.9167","subaerial","","","ANKARAMITE","","","","","SMECTITE","","","","","secondary","51.13","0.02","4.33","0.01","","","11.82","","1","23.54","0.04","","","0.05","0.09","0.09","0.01","7.98","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[19412] CHATTERJEE N. (2015)","samp. MMF7","CONTINENTAL FLOOD BASALT","DECCAN / SOUTHERN DECCAN / WAI SUBGROUP - POLADPUR FORMATION","POWAI QUARRY WEST SIDE, POLADPUR MEMBER, COASTAL DIKE SWARM","19.1167","19.1167","72.9167","72.9167","subaerial","","","ANKARAMITE","","","","","SMECTITE","","","","","secondary","52.04","0.01","3.78","0","","","12","","0.85","23.53","0.03","","","0.05","0.09","0.07","0","7.75","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
