id,SAMPLE,GROUP,MINERAL,ROCK,SIO2,TIO2,AL2O3,CR2O3,FEOT,CAO,MGO,MNO,K2O,NA2O,P2O5,H20,F,CL,NIO,CUO,COO,ZNO,PBO,S,ZRO2,AS,X1_1
585,samp. 1203,PYROXENE,AUGITE,RHYODACITE,52.6,0.2,0.9,0,9.51,20.9,14.4,0.52,0,0.41,0.01,0,0,0,0,0,0,0,0,0,0.04,0,NA
586,samp. SX36,PYROXENE,AUGITE,MONZONITE,51.35,0.77,2.27,0,10.19,20.74,14.33,0.38,0.01,0.35,0,0,0,0,0,0,0,0,0,0,0,0,NA
587,samp. TT-192-D1-1,PYROXENE,AUGITE,BASALT,50.93,0.38,2.99,0.11,7.04,21.99,16.29,0.2,0.01,0.21,0.1,0,0,0,0.08,0,0,0,0,0,0.02,0,NA
588,samp. AII-93-3-1,PYROXENE,AUGITE,BASALT,49.5,1.06,2.3,0.85,8.02,19.86,16.34,0.23,0,1.62,0.01,0,0,0,0.06,0,0.04,0,0,0,0.06,0,NA
589,samp. D42,PYROXENE,AUGITE,BASALT,52.1,0.76,2.49,0.04,6.98,19.99,16.79,0.18,0.025,0.29,0.02,0,0,0,0.03,0,0.085,0,0,0,0.06,0,NA
590,samp. KLPA-16B,PYROXENE,AUGITE,"BASALT, TRANSITIONAL",50.5,1.89,2.96,0.02,9.44,20.9,14.3,0.23,0,0.43,0,0,0,0,0.031,0,0,0,0,0,0.02,0,NA
591,samp. 7-CORE,PYROXENE,AUGITE,BASALT,47.1,1,3.5,0,19.6,9.4,10.5,0.5,0.7,1.2,0.6,0,0,0,0.01,0,0,0,0,0,2.67,0,NA
592,samp. 1404F,PYROXENE,AUGITE,BASALT,50.25,0.6,3.99,0.23,8.32,19.55,16.27,0.57,0,0.22,0.03,0,0,0,0.05,0,0.06,0,0,0,0.01,0,NA
593,samp. 5,PYROXENE,AUGITE,NOT GIVEN,51.24,0.59,2.65,0,12,18.75,15.18,0.3,0.01,0.48,0.05,0,0,0,0.02324,0,0,0,0,0,0.1,0,NA
594,samp. B8-8,PYROXENE,AUGITE,TRACHYBASALT,50.74,0.88,3.72,0,9.36,20.76,14.12,0.27,0.01,0.46,0.1,0,0,0,0,0,0.01,0,0,0,0.11,0,NA
595,samp. FIL11,PYROXENE,AUGITE,NOT GIVEN,52.38,0.34,2.46,0.04,7.02,21.1,16.32,0.21,0,0.18,0.04,0,0,0,0.04,0,0.167,0,0,0,0.02,0,NA
596,samp. 93-09,PYROXENE,AUGITE,BASALT,51.74,0.21,4.76,0.47,7.03,20.19,17.95,0.12,0.07,0.36,0.03,0,0,0,0,0,0.18,0,0,0,0.01,0,NA
597,samp. 14-TCR-03,PYROXENE,AUGITE,RHYOLITE,50,0.42,0.99,0.1,22.8,16.4,8.76,0.77,0.01,0.22,0.24,0,0,0,0,0,0.13,0,0,0,0.03,0,NA
598,samp. TEPHRITE,PYROXENE,AUGITE,TEPHRITE,49.86,0.74,4.15,0.09,6.24,22.51,14.7,0.12,0.0051,0.43,0.017,0,0,0,0.03,0,0.01,0,0,0,0,0,NA
599,samp. 264120,PYROXENE,AUGITE,"BASALT, ALKALINE",50.2,1.06,4.81,0.63,7.85,22.71,14.94,0.13,0,0.24,0.02,0,0,0,0.06,0,0.01,0,0,0,0.01,0,NA
600,samp. KIM68,PYROXENE,AUGITE,NOT GIVEN,52.05,0.74,2.14,0.11,9.45,20.86,15.99,0.2,0,0.34,0.010323333,0,0,0,0,0,0.01,0,0,0,0,0,NA
601,samp. BB85.40,PYROXENE,AUGITE,BENMOREITE,51.41,0.99,1.77,0.02,12.06,17.42,15,0.44,0.02,0.25,0.05,0,0,0,0.03,0,0.13,0,0,0,0.08,0,NA
602,samp. 18E,PYROXENE,AUGITE,"THOLEIITE, TRANSITIONAL",50.99,1.14,2.9,0.22,11.26,17.92,15.39,0.19,0.1,1,0.12,0,0,0,0.046,0,0.113,0,0,0,0.25,0,NA
603,samp. CRA8,PYROXENE,AUGITE,NOT GIVEN,43.11,0.91,14.33,0.04,8.83,24.68,10.61,0.23,0.78,0.1,0.94,0,0,0,0.0576,0,0.056,0,0,0,0,0,NA
604,samp. RE78,PYROXENE,AUGITE,PICRITE,55.96,0.28,2.8,0.27,6.23,18.0373,33.69,0.09,0.59,1.41,0.53,0,0,0,0.17,0,0.17,0,0,0,0,0,NA
605,samp. EA316,PYROXENE,AUGITE,DACITE,48.95,0.9,5.18,0,7.02,21.79,14.13,0.18,0.02,0.27,0.02,0,0,0,0.017666667,0,0.01,0,0,0,0.05,0,NA
606,samp. SH-14D,PYROXENE,AUGITE,GABBRONORITE,52.19,0.31,1.03,0.18,9.14,22.19,14.01,0.22,0,0.31,0,0,0,0,0.02,0,0,0,0,0,0.03,0,NA
607,samp. 26280,PYROXENE,AUGITE,BONINITE,49.42,0.26,4.7,0.101,13.3,15.97,15.63,0.26,0.01,0.13,0.12,0,0,0,0.064,0,0.041,0,0,0,0.08,0,NA
608,samp. 73,PYROXENE,AUGITE,NOT GIVEN,51.655,0.362,1.527,0.04,8.427,22.009,14.916,0.283,0,0.406,0,0,0,0,0,0,0,0,0,0,0.01,0,NA
609,samp. 2,PYROXENE,AUGITE,"BASALT, ALKALINE",49.9,0.51,5.31,0.28,5.33,21.62,15.68,0.08,0.04,0.35,0,0,0,0,0.04,0,0.167,0,0,0,0,0,NA
610,samp. 384,PYROXENE,AUGITE,TRACHYTE,50.33,0.94,2.03,0,11.53,21.52,12.39,0.49,0,0.29,0.02,0,0,0,0.013,0,0.06,0,0,0,0,0,NA
611,samp. 6,PYROXENE,AUGITE,NOT GIVEN,51.07,0.51,2.68,0.02,12.24,17,14.84,0.35,0,0.21,0.07,0,0,0,0,0,0.06,0,0,0,0.35,0,NA
