id,SAMPLE,GROUP,MINERAL,ROCK,SIO2,TIO2,AL2O3,CR2O3,FEOT,CAO,MGO,MNO,K2O,NA2O,P2O5,H20,F,CL,NIO,CUO,COO,ZNO,PBO,S,ZRO2,AS,X1_1
3016,samp. 7106,QUARTZ,QUARTZ,KERSANTITE,99.81,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3017,samp. KHIBINA,SULFIDE,RASVUMITE,PEGMATITE,0,0,0,0,62.31338802,0.51,0,0,0.01,1.66,0,0,0,0,0,0,0.01271455,0.221558202,0,38.78,0,0.12,NA
3018,samp. UV-1-03,SULFIDE,RASVUMITE,KIMBERLITE,0,0,0,0,62.36866714,0.51,0,0,0.51,0.63,0,0,0,0,0,0,0.03814365,0.036096561,0,38.66,0,0.02,NA
3019,samp. UV-5C-03,SULFIDE,RASVUMITE,KIMBERLITE,0,0,0,0,62.35484736,0.51,0,0,0.51,0.2,0,0,0,0,0,0,0,0,0.20467503,38.74,0,6,NA
3020,samp. GM453,SULFIDE,RASVUMITE,"HARZBURGITE, XENOLITH",0,0,0,0,61.41510232,0.16,0,0,0.01,1.66,0,0,0,0,17.34537444,0,0.3051492,0,0.12926844,38.7,0,0,NA
3021,samp. UV-5C-03,SULFIDE,RASVUMITE,KIMBERLITE,0,0,0,0,61.23544518,0.51,0,0,0.11,1.66,0,0,0,0,0,0,0,0,0,38.25,0,0.12,NA
3022,samp. 55570,SULFIDE,RASVUMITE,"LHERZOLITE, XENOLITH",0,0,0,0,59.90653514,0.16,0,0,0.51,1.66,0,0,0,0,21.30325038,0.803705676,0.319643787,0,0,38.5954,0,0.0116,NA
3023,samp. KH03-14,SULFIDE,RASVUMITE,"PERIDOTITE, SPINEL, XENOLITH",0,0,0,0,62.31338802,0.21,0,0,0.11,1.66,0,0,0,0,18.80885064,0.46319486,0.3814365,0,0.11849607,38.08,0,0,NA
3024,samp. MBR4,SULFIDE,RASVUMITE,"PERIDOTITE, SPINEL, XENOLITH",0,0,0,0,60.27220651,0.16,0,0,0.11,1.66,0,0,0,0,20.39449529,0.070105168,0.270819915,0.52277778,0,38.976,0,0.0586,NA
3025,samp. 72688,SULFIDE,RASVUMITE,"LHERZOLITE, XENOLITH",0,0,0,0,61.49954118,0.51,0,0,0.11,1.66,0,0,0,0,19.09454665,0.807711686,0.420851605,0,0.11849607,39.8994,0,0.0906,NA
3026,samp. 72688,SULFIDE,RASVUMITE,"LHERZOLITE, XENOLITH",0,0,0,0,61.28616377,0.16,0,0,0.11,1.66,0,0,0,0,21.23885743,0.595267989,0.403051235,0,0.014650423,38.9929,0,0,NA
3027,samp. 72691,SULFIDE,RASVUMITE,"LHERZOLITE, XENOLITH",0,0,0,0,62.99083364,0.16,0,0,0.51,0.2,0,0,0,0,18.55255142,0.63958447,0.389828103,0,0,39.1527,0,0.0498,NA
3028,samp. FM79858,SULFIDE,RASVUMITE,"SYENITE, NEPHELINE",0,0,0,0,60.93141002,0.21,0,0,0.01,0.2,0,0,0,0,0.01272588,0.03755634,0,0,0.20467503,38.12,0,0.02,NA
3029,samp. YBK-0,SULFIDE,RASVUMITE,KIMBERLITE,0,0,0,0,62.3272078,0.51,0,0,0.51,1.66,0,0,0,0,0.02545176,0,0.06357275,0.21160053,0.05386185,38.79,0,0,NA
3030,samp. LR80,SULFIDE,RASVUMITE,"LHERZOLITE, SPINEL, XENOLITH",0,0,0,0,66.02818634,0.51,0,0,0.11,0.2,0,0,0,0,19.15104955,0.070105168,0.03814365,0,0.11849607,38.03963,0,0,NA
3031,samp. YBK-0,SULFIDE,RASVUMITE,KIMBERLITE,0,0,0,0,62.27192868,0.21,0,0,0.11,1.66,0,0,0,0,0.02545176,0,0.03814365,0,0.16158555,38.79,0,0.56,NA
3032,samp. BD 4155,SULFIDE,RASVUMITE,"CARBONATITE, NATRO",0,0,0,0,63.7091858,0.16,0,0,11.8,0.2,0,0,0,0,0.036777793,1.106660152,0.214875895,0.42320106,0.23699214,37.6,0,0,NA
3033,samp. YBK-0,SULFIDE,RASVUMITE,KIMBERLITE,0,0,0,0,62.20282978,0.21,0,0,0.11,0.2,0,0,0,0,0.03817764,0.05007512,0,0,0.014650423,38.75,0,0,NA
3034,samp. UV-1-03,SULFIDE,RASVUMITE,KIMBERLITE,0,0,0,0,62.36866714,0.51,0,0,0.01,0.2,0,0,0,0,0,0,0,0,0,38.8,0,0,NA
3035,samp. 72688,SULFIDE,RASVUMITE,"LHERZOLITE, XENOLITH",0,0,0,0,60.59489838,0.21,0,0,0.51,0.2,0,0,0,0,20.00368351,0.377316029,0.399999743,0,0.014650423,39.323,0,0.0498,NA
3036,samp. KHIBINA,SULFIDE,RASVUMITE,PEGMATITE,0,0,0,0,62.24428912,0.16,0,0,0.01,1.66,0,0,0,0,0,0.03755634,0,0,0.12926844,38.79,0,0,NA
3037,samp. LR80,SULFIDE,RASVUMITE,"LHERZOLITE, SPINEL, XENOLITH",0,0,0,0,62.61105147,0.16,0,0,0.51,1.66,0,0,0,0,22.31413116,1.452379003,0.253019545,0,0.12926844,39,0,0,NA
3038,samp. UV-1-03,SULFIDE,RASVUMITE,KIMBERLITE,0,0,0,0,62.3272078,0.16,0,0,0.01,1.66,0,0,0,0,0,0,0,0,0.05386185,38.83,0,0,NA
3039,samp. MBR4,SULFIDE,RASVUMITE,"PERIDOTITE, SPINEL, XENOLITH",0,0,0,0,61.22991727,0.21,0,0,0.51,0.2,0,0,0,0,18.83557499,0.088883338,0.23394772,0.04978836,0.11849607,38.84,0,0,NA
3040,samp. MBR7,SULFIDE,RASVUMITE,"PERIDOTITE, SPINEL, XENOLITH",0,0,0,0,63.16330449,0.51,0,0,0.51,0.63,0,0,0,0,17.36700844,0.095142728,0.212332985,0.07468254,0.11849607,38.756,0,0,NA
3041,samp. FM79858,SULFIDE,RASVUMITE,"SYENITE, NEPHELINE",0,0,0,0,61.2907243,0.51,0,0,0.01,0.2,0,0,0,0,0,0,0,0,0.12926844,38.4,0,0.13,NA
3042,samp. FM79858,SULFIDE,RASVUMITE,"SYENITE, NEPHELINE",0,0,0,0,60.26806058,0.51,0,0,0.01,1.66,0,0,0,0,0,0.01251878,0,0,0,37.59,0,0.14,NA
3043,samp. KHIBINA,SULFIDE,RASVUMITE,PEGMATITE,0,0,0,0,62.24428912,0.21,0,0,0.01,0.63,0,0,0,0,0,0,0,0.18670635,0.11849607,38.79,0,0.12,NA
3044,samp. MBR4,SULFIDE,RASVUMITE,"PERIDOTITE, SPINEL, XENOLITH",0,0,0,0,59.58536345,0.16,0,0,0.11,0.2,0,0,0,0,20.48230386,0.047571364,0.26191973,0,0,38.901,0,1.16,NA
3045,samp. UV-5C-03,SULFIDE,RASVUMITE,KIMBERLITE,0,0,0,0,62.29956824,0.51,0,0,0.01,0.63,0,0,0,0,0,0.01251878,0,0,0.12926844,38.8,0,0,NA
3046,samp. LR80,SULFIDE,RASVUMITE,"LHERZOLITE, SPINEL, XENOLITH",0,0,0,0,62.27366997,0.51,0,0,0.01,1.66,0,0,0,0,23.90766535,0.215323016,0.3305783,0.036096561,0.15081318,37.73933,0,0.11,NA
3047,samp. LR80,SULFIDE,RASVUMITE,"LHERZOLITE, SPINEL, XENOLITH",0,0,0,0,63.6533851,0.21,0,0,0.51,1.66,0,0,0,0,21.52944307,0,0,0,0.18313029,38.5,0,0,NA
3048,samp. FM79858,SULFIDE,RASVUMITE,"SYENITE, NEPHELINE",0,0,0,0,61.48420122,0.21,0,0,0.01,0.63,0,0,0,0,0.02545176,0.02503756,0,0,0.05386185,38.36,0,0.13,NA
3049,samp. FM79858,SULFIDE,RASVUMITE,"SYENITE, NEPHELINE",0,0,0,0,62.3272078,0.16,0,0,0.51,1.66,0,0,0,0,0,0,0,0.13691799,0.22621977,38.84,0,0,NA
3050,samp. YY-26,SULFIDE,RASVUMITE,"PERIDOTITE, SPINEL, XENOLITH",0,0,0,0,60.89393538,0.21,0,0,0.51,1.66,0,0,0,0,19.92881292,0,0.1271455,0.01244709,0.14004081,39.31553333,0,0,NA
3051,samp. 474527,SULFIDE,RASVUMITE,"HARZBURGITE, GARNET, XENOLITH",0,0,0,0,60.85816519,0.51,0,0,0.01,0.2,0,0,0,0,20.24051214,0,0.520025095,0.134428572,0,40.105,0,0.056,NA
3052,samp. JJG-2326,AMPHIBOLES,RICHTERITE,NOT GIVEN,54.85,0.38,0.51,0.34,3.74,5.91,21.79,0.07,4.99,4.26,0.3072739,1.92,0.3,0,0,0,0,0,0,0,0.094,0,NA
3053,samp. CC2,AMPHIBOLES,RICHTERITE,KIMBERLITE,49.471,4.706,1.681,0.031,5.842,10.451,17.682,0.067,2.936,4.12,0,0.3,2.367,0.04,0,0,0,1,0,0,0.101,0,NA
3054,samp. XM1/498,AMPHIBOLES,RICHTERITE,NOT GIVEN,55.1265,0.7331,0.6519,0.234602892,4.7515,6.242664844,20.9503,0.0462,4.5812,4.2918,0.83,1.3,1.565,0,0.0477,0,0,0,0,0,0.131,0,NA
3055,samp. Q15,AMPHIBOLES,RICHTERITE,LAMPROPHYRE,55.85,0.44,0.3,0,2.8,6.35,22.16,0.06,0.15,7.26,0.05768567,2.14,0.06,0,0.01,0,0,0,0,0,0.164,0,NA
3056,samp. T-562J,AMPHIBOLES,RICHTERITE,SOVITE,53.11,0.31,0.5,0,3.88,7.46,21.54,0.29,1.71,6.38,0.01,1.11,2.048,0,0.025,0,0,1,0,0,0.101,0,NA
3057,samp. K 13-3,AMPHIBOLES,RICHTERITE,NOT GIVEN,56.68,0.17,0.19,0.363,1.66,7.19,23.28,0.046529,3.06,5.07,0.29,1.35,2.3129,0.02,0.0938,0,0,0,0,0,0.17,0,NA
3058,samp. KODOMALI,AMPHIBOLES,RICHTERITE,KIMBERLITE,54.962,1.184,0.651,0.075,1.928,6.447,22.055,0,4.605,4.332,0.46,1.67,1.796,0,0.0626,0,0,0,0,0,0,0,NA
3059,samp. MCK2B,AMPHIBOLES,RICHTERITE,PEGMATITE,52.64,0.31,0.99,0.06,19.99,6.45,7.98,0.06,1.234,6.7,0.2590256,1.63,1.64,0,0.045,0,0,0,0,0,0.32,0,NA
3060,samp. Q15,AMPHIBOLES,RICHTERITE,LAMPROPHYRE,50.93,2.08,2.73,0.03,4.32,8.06,20.79,0.01,0.47,6.22,0.1,1.95,0.39,0,0.03,0,0,0,0,0,0.1336,0,NA
3061,samp. P-12,AMPHIBOLES,RICHTERITE,KIMBERLITE,49.66,5.62,1.12,0.16,5.674,5.99,18.76,0.0959,4.42,4.63,0.46,0.89,3.28,0,0,0,0,0,0,0,0.1971,0,NA
3062,samp. AJE-2335,AMPHIBOLES,RICHTERITE,NOT GIVEN,55.17,0.86,1.13,0.06,4.17,7.06,21.05,0.04,4.56,3.62,0.105,1.969,0.23,0,0,0,0,0,0,0,0.024,0,NA
3063,samp. AJE-69,AMPHIBOLES,RICHTERITE,NOT GIVEN,53.26,0.67,1.33,0.05,5.64,6.84,20.29,0.06,5.79,2.93,0.04,1.98,0.06,0,0.05,0,0,0,0,0,0.031,0,NA
3064,samp. JVS 73-81,AMPHIBOLES,RICHTERITE,"HARZBURGITE, AMPHIBOLE, XENOLITH",56,0.32,1.02,0.28,2.13,7.1,23,0.03,4.9,3.8,0.1939,2.008545895,0.3218295,0,0.13,0,0,0,0,0,0.0907,0,NA
3065,samp. TK4,AMPHIBOLES,RICHTERITE,"LAMPROITE, DIOPSIDE-PHLOGOPITE",57.334,3.073,0.927,0.66,3.065,4.294,20.245,0.05,3.167,5.555,0.71,0.51,2.582,0.031,0.0291,0,0,1,0,0,0.055,0,NA
3066,samp. AJE-2422,AMPHIBOLES,RICHTERITE,NOT GIVEN,52.95,0.59,0.91,0.06,3.95,7.06,21.24,0.02,5.39,3.31,0.1939,1.898691762,0.58,0.02,0.0208,0,0,0,0,0,0.0476,0,NA
3067,samp. HUACANCHA,AMPHIBOLES,RICHTERITE,LAMPROITE,51.44,4.91,0.85,0,10.25,3.16,15.5,0.2,3.73,6.38,0.112,0.99,2.02,0,0.11,0,0,0,0,0,0.239,0,NA
3068,samp. TK4,AMPHIBOLES,RICHTERITE,"LAMPROITE, DIOPSIDE-PHLOGOPITE",59.489,0.084,0.276,0.951,7.149,0.842,19.491,0.102,3.306,7.447,0.05,1.49,1.8678,0.053,0.1,0,0,0,0,0,0,0,NA
3069,samp. AJE-69,AMPHIBOLES,RICHTERITE,NOT GIVEN,53.34,0.68,1.31,0.07,5.72,6.85,19.97,0.04,5.89,2.79,0.1,1.94,0.17,0,0.02,0,0,0,0,0,0,0,NA
3070,samp. AN65-54.3,AMPHIBOLES,RICHTERITE,"KIMBERLITE, OLIVINE-PHLOGOPITE-RICHTERITE",54.47,1.09,1.78,0.16,7.52,6.23,18.82,0.19,1.75,5.84,0.83,0.334,1.48,0.003,0.02,0,0,1,0,0,0.353,0,NA
3071,samp. C2A6,AMPHIBOLES,RICHTERITE,SYENITE,55.35,0.16,0.71,0,9.47,5.88,17.91,0.38,4.48,5,0.2,1.1,2.863,0,0.0362,0,0,1,0,0,0.133,0,NA
3072,samp. 725B,AMPHIBOLES,RICHTERITE,LAMPROITE,52,6.37,2.86688,0.36,20.1,1.12,6.63,0.45,4.34,6.82,1.62,0.62,1.1591,0.072,0.1384,0,0,0,0,0,0.3,0,NA
3073,samp. AJE-67,AMPHIBOLES,RICHTERITE,NOT GIVEN,52.77,0.76,1.19,0.07,5.67,6.94,19.97,0.07,5.59,2.78,0.71,1.514568646,0.3,0,0.0029,0,0,0,0,0,0.0983,0,NA
3074,samp. AJE-2422,AMPHIBOLES,RICHTERITE,NOT GIVEN,54.43,0.53,0.94,0.04,3.74,7.16,21.55,0.06,5.44,3.2,0.34,1.94,0.37,0,0.069,0,0,0,0,0,0.0649,0,NA
3075,samp. KODOMALI,AMPHIBOLES,RICHTERITE,KIMBERLITE,54.942,1.7,0.479,0.015,2.804,6.646,21.099,0.046,4.537,4.454,0.186807,1.514568646,1.506,0.0069,0,0,0,0,0,0,0.05,0,NA
3076,samp. NR/7,AMPHIBOLES,RICHTERITE,LAMPROITE,49.56,5.92,0.97,0.12,11.02,6.45,14.54,0.29,4.28,3.1,0.1,1.14,1.25,0,0.124,0,0,0,0,0,0.155,0,NA
3077,samp. R86-33.40),AMPHIBOLES,RICHTERITE,GLIMMERITE,53.43,0.14,2.13,0.43,7.99209,6.57,16.95,0.11,1.58,5.07,0.1,1.26,1.574,0.0196,0.1,0,0,0,0,0,0,0,NA
3078,samp. LH3A,AMPHIBOLES,RICHTERITE,ANDESITE,38.24,5.24,15.61,0.29,6.29,0.05,20.58,0.01,9.48,0.27,0.15,1.819688363,2.058,0.08,0.04,0,0,0,0,0,0.159,0,NA
3079,samp. MJ1,AMPHIBOLES,RICHTERITE,NOT GIVEN,54.12,0.69,1.08,0.36,4.74,6.34,20.4,0.11,2.92,5.21,0.71,1.69,0.3,0,0.024,0,0,1,0,0,0.1114,0,NA
3080,samp. MJ1,AMPHIBOLES,RICHTERITE,NOT GIVEN,54.31,1.17,0.99,0.28,4.26,6.44,20.46,0.09,2.87,5.27,0.1437,1.93,0.15,0.01,0.1,0,0,0,0,0,0,0,NA
3081,samp. AJE-2335,AMPHIBOLES,RICHTERITE,NOT GIVEN,54.78,0.59,1.05,0.03,4.33,6.87,21.08,0.05,4.75,3.68,0.1717692,1.948928077,0.16,0.02,0.0138,0,0,0,0,0,0.1595,0,NA
3082,samp. BMR 83210290,AMPHIBOLES,RICHTERITE,"LAMPROITE, DIOPSIDE-RICHTERITE-PHLOGOPITE-LEUCITE",53.28,5.79,0.28,0.04,3.23,6.37,19.98,0.06,5.53,3.74,0.5,1.576,1.33,0,0.06,0,0,1,0,0,0.0835,0,NA
3083,samp. AJE-67,AMPHIBOLES,RICHTERITE,NOT GIVEN,54.47,0.59,1.18,0.08,5.33,6.8,20.47,0.05,5.63,3.01,1.1,2.01,0.14,0,0.0529,0,0,1,0,0,0,0,NA
3084,samp. DT/VL7/1,AMPHIBOLES,RIEBECKITE,LAMPROITE,49.27,0.43,0.03,0.24,24.83,1.52,7.29,0.32,4.85,6.06,0,1.65,0.51,0.12,0.018,0,0,0,0,0,0,0,NA
3085,samp. P3.51-2,AMPHIBOLES,RIEBECKITE,FENITE,55.57,0.21,0.48,0.01,19.34,0.68,11.4,0.44,1.17,7.28,0.069,1.576,1.05436419,0.01,0,0,0,0,0,0,1.3576,0,NA
3086,samp. Q4-C-1,AMPHIBOLES,RIEBECKITE,COMENDITE,46.76,0.96,1.06,0,36.63,3.44,0.37,0.85,1.12,5.87,0.2206,1.456871012,1.003,0.057305,0.01,0,0,0,0,0,0,0,NA
3087,samp. 88/168,AMPHIBOLES,RIEBECKITE,CARBONATITE,55.3,0.04,0.37,0.05,19.8,0.41,11.7,0.36,1.41,6.97,0.11,1.900670806,0.29,0,0.0421,0,0,0,0,0,0.16,0,NA
3088,samp. F378-1,AMPHIBOLES,RIEBECKITE,"RHYOLITE, PERALKALINE",50.12,0.61,1.32,0.04,30.36,3.95,2.16,2.79,0.82,5.35,0.1,1.459,1.951,0.02,0.01,0,0,0,0,0,0.1107,0,NA
3089,samp. 204768-2,AMPHIBOLES,RIEBECKITE,GRANITE,47.707,1.505,1.769,0,33.767,3.484,0.351,0.841,1.072,6.708,5.22,0,0.917,0.016,0.018,0,0,0,0,0,0.059,0,NA
3090,samp. M212,AMPHIBOLES,RIEBECKITE,"SYENITE, NEPHELINE",41.23623,0.9935278,7.179505,0,33.0189,8.137072,1.501816,1.507086,1.637949,3.980825,0.03,1.11,0.3218295,0.03526526,0.025022,0,0,0,0,0,0.24,0,NA
3091,samp. GRENX-2,AMPHIBOLES,RIEBECKITE,SYENITE,44.58,1.07,4.1,0,30.27,8.5,2.95,1.53,0.74,2.54,0.024,1.776534055,0.74,0.06,0,0,0,0,0,0,0.0838,0,NA
3092,samp. SMN39,AMPHIBOLES,RIEBECKITE,"RHYOLITE, PERALKALINE",47.97,0.79,0.88,0.0138,40.76,0.86,0.12,0.73,0.91,5.65,0.299,1.583180486,0.651,0.016,0.0515,0,0,0,0,0,0.061,0,NA
3093,samp. NT-20/25,AMPHIBOLES,RIEBECKITE,COMENDITE,50.74,0.14,0.21,0.06,25.21,13.03,1.83,2,0.01,5.16,0.03,1.964901914,0,0.202,0,0,0,0,0,0,0.11,0,NA
3094,samp. LFAF08 023,AMPHIBOLES,RIEBECKITE,RHYOLITE,49.5148,1.1174,0.4745,0.07,36.5995,2.4681,0,1.0027,1.3856,6.9712,0.004,1.670474572,2.02,0.031,0.039,0,0,0,0,0,0,0,NA
3095,samp. P1,AMPHIBOLES,RIEBECKITE,SYENITE,48.23,0.18,0.97,0.035,36.69,5.66,1.15,1.62,0.55,3.78,0.2,1.725582103,0.595,0.028,0,0,0,0,0,0,0.0881,0,NA
3096,samp. WA 104,AMPHIBOLES,RIEBECKITE,MINETTE,48.83,3.33,0.63,0,24.43,3.57,6.9,0.5,2.52,5.89,0.3072739,1.63,0.61,0,0.006,0,0,0,0,0,0.0937,0,NA
3097,samp. 134.80,AMPHIBOLES,RIEBECKITE,NOT GIVEN,51.4647,0.1074,0.42823452,0.0039,35.29185744,1.61634966,1.2557,0.432,0.3197,5.45543712,0,1.636691337,0,0.0191,0.0076,0,0,0,0,0,0.275,0,NA
3098,samp. GRENX-2,AMPHIBOLES,RIEBECKITE,SYENITE,45.47,1.04,3.76,0.05,30.11,8.84,2.82,1.45,0.82,2.48,0.056,1.647385644,0.9,0.08,0,0,0,0,0,0,0.042,0,NA
3099,samp. 90/55,AMPHIBOLES,RIEBECKITE,FENITE,54.45,0.06,1.78,0,22.2,0.8,7.75,0.4,0.91,6.42,0.02,1.44,0.13,0,0.09,0,0,0,0,0,0.22,0,NA
3100,samp. GM1334,AMPHIBOLES,RIEBECKITE,AGPAITE,47.39,0.73,2.96,0.0311,33.17,2.38,0.84,0.66,1.74,7.71,0,1.19,0.07,0,0.102,0,0,0,0,0,0.3671888,0,NA
3101,samp. 88/167,AMPHIBOLES,RIEBECKITE,MIGMATITE,54.6,0.08,0.74,0.01,20.2,0.42,11,0.26,1.51,7,0.028351004,1.67,0.5,0.01,0.013,0,0,0,0,0,0.165,0,NA
3102,samp. 221,AMPHIBOLES,RIEBECKITE,"SYENITE, RIEBECKITE",50.84,0.62,0.66,0,29.85,1.36,2.47,0.43,0.86,5.99,0.03,1.605947497,1.14,0,0.05,0,0,0,0,0,0.01,0,NA
3103,samp. MAR12,AMPHIBOLES,RIEBECKITE,SYENITE,47.92,1.55,0.97,0.02,33.56,4.15,0.44,1.48,1.49,5.96,0.060263107,0.46,2.34,0.08,0,0,0,0,0,0,0.1905,0,NA
3104,samp. L5,AMPHIBOLES,RIEBECKITE,PHONOLITE,51.1573,0.4831196,2.390892,0,23.46188,9.510001,0.4046033,1.682392,0.883994,7.838117,0.03,0.59,0.3956163,0,0.018255,0,0,0,0,0,1.638343,0,NA
3105,samp. SMN39,AMPHIBOLES,RIEBECKITE,"RHYOLITE, PERALKALINE",46.63,1.19,1.45,0,38.96,2.64,0.74,0.82,0.61,5.32,0.3358293,1.718241079,0.857,0.03,0,0,0,0,0,0,0.017,0,NA
3106,samp. F563-1,AMPHIBOLES,RIEBECKITE,"RHYOLITE, PERALKALINE",50.442,0,0.628,0,34.236,0.087,0.132,0.422,0.409,8.091,0.3568553,1.932898269,0.44,0.033,0.01,0,0,0,0,0,0.33,0,NA
3107,samp. 204768-4,AMPHIBOLES,RIEBECKITE,GRANITE,48.826,1.148,1.248,0,32.871,2.79,0.363,0.785,1.639,7.251,0.04,1,0.915,0.03,0.003,0,0,0,0,0,0.032,0,NA
3108,samp. DT/VL2/2,AMPHIBOLES,RIEBECKITE,LAMPROITE,53.3,2.14,0.25,0.011,16.57,4.1,11.83,0.14,3.07,3.65,0,1.66,0.5,0,0.02,0,0,0,0,0,0.0945,0,NA
3109,samp. M212,AMPHIBOLES,RIEBECKITE,"SYENITE, NEPHELINE",40.98877,0.7616845,7.160586,0.03,32.49108,8.483537,1.800467,1.870554,1.631962,3.557951,0.094574901,1.59,0.61,0.03690773,0,0,0,0,0,0,0.14,0,NA
3110,samp. 508/71.9,AMPHIBOLES,RIEBECKITE,NOT GIVEN,55.35,0.05,0.69,0.02,27.47,0.58,9.53,0.47,0.01,6.68,0,1.92,0.55,0.285,0.08,0,0,0,0,0,0.2041,0,NA
3111,samp. F563-2,AMPHIBOLES,RIEBECKITE,"RHYOLITE, PERALKALINE",47.79,0.602,1.739,0.023,30.568,4.305,1.759,3.121,0.899,6.173,0.03,0.7,1.51,0.024,0.029,0,0,0,0,0,0.101,0,NA
3112,samp. F565-1,AMPHIBOLES,RIEBECKITE,"RHYOLITE, PERALKALINE",46.987,1.193,1.513,0.053,32.083,3.817,1.409,3.54,1.04,5.536,0.44,1,1.6931,0.071,0.01,0,0,0,0,0,0.0872,0,NA
3113,samp. 86815,AMPHIBOLES,RIEBECKITE,ALBITITE,55.557,1.251,0.483,0.0599,16.448,0.242,8.447,0.676,0.426,6.035,0.07,1.85,2.485,0.01,0.01,0,0,0,0,0,0.089,0,NA
3114,samp. LL14,AMPHIBOLES,RIEBECKITE,SYENITE,48.2,0.86,1.11,0.009,34.36,3.23,0.55,1.08,1.56,6.58,0.2544278,1.56,0.9,0.037501,0.01,0,0,0,0,0,0.0932,0,NA
3115,samp. 51,CLAY,SAPONITE,"BASALT, THOLEIITIC",36.41,0,8.11,0.02,14.49,2.88,15.04,0,0.15,0.05,0.06,16.99,0,0.08,0,0,0,0,0,0,0,0,NA
3116,samp. FBV,CLAY,SAPONITE,GABBRO,35.77,0.08,11.5,0,23.11,0.74,17.6,0.26,0.21,0.15,0,18,0,0.2,0,0,0,0,0,0,0,0,NA
3117,samp. 3.104,CLAY,SAPONITE,"TRACHYANDESITE, BASALTIC",48.11,0,5.33,0,16.4,1.51,16.7,0,0.77,0.3,0.06,11.13,0,0.07,0.41,0,0,0,0,0,0,0,NA
3118,"samp. 119-738C-33R-3,118-120",CLAY,SAPONITE,NOT GIVEN,47.15,0.02,5.76,0,11.37,0.38,20.04,0.05,0.7,0.13,0.01,11.31,0,0.07,0.35,0,0,0,0,0,0,0,NA
3119,samp. 109,CLAY,SAPONITE,"BASALT, THOLEIITIC",29.95,0.04,11.28,0,24.26,1.28,12.22,0.18,0.71,0.43,0.29,21.4,0,0.08,0.02,0,0,0,0,0,0,0,NA
3120,samp. S2303/1,CLAY,SAPONITE,"MELILITITE, OLIVINE",49.01,0.12,8.16,0,2.64,1.09,17.66,0,1.57,0.32,0.06,17.54,0,0.2,0.07,0,0,0,0,0,0,0,NA
3121,samp. FBZ,CLAY,SAPONITE,"PERIDOTITE, XENOLITH",36.8,0.94,10.58,0.03,23.61,0.92,15.2,0.14,0.73,0.11,0,17.54,0,0.08,0.23,0,0,0,0,0,0,0,NA
3122,samp. 8,CLAY,SAPONITE,BASALT,35.21,0.16,10.5,0.03,23.2,0.56,18.31,0.4,1.04,0.5,0.19,20.9,0,0.08,0,0,0,0,0,0,0,0,NA
3123,samp. 6,CLAY,SAPONITE,"BASALT, THOLEIITIC",42.27,0.11,7.35,0.02,13.7,0.81,15.34,0.13,1.19,1.47,0.01,21.4,0,0.07,0,0,0,0,0,0,0,0,NA
3124,samp. 55-433C-28-2,CLAY,SAPONITE,THOLEIITE,45.9,0.34,4.3,0,21.5,0.48,15.3,0.07,0.14,1.73,0.08,21.4,0,0.08,0,0,0,0,0,0,0,0,NA
3125,samp. 7,CLAY,SAPONITE,OCEANITE,45.65,0.09,0,0.03,13.71,1.32,16.27,0.07,0.19,0,0.03,14.43,0,0.08,0.11,0,0,0,0,0,0,0,NA
3126,samp. W7,CLAY,SAPONITE,KIMBERLITE,30.9,1.94,17.02,0,7.75,1.57,24.84,0.15,0.94,1.61,0.17,20.9,0,0.07,0.05,0,0,0,0,0,0,0,NA
3127,samp. 13,CLAY,SAPONITE,BASALT,52.38,0.03,1.2,0,7.36,0.5,26.26,0.04,0.3,0.1,0.01,11.13,0,0.07,0.05,0,0,0,0,0,0,0,NA
3128,"samp. 121-756D-7R-3,50-54",CLAY,SAPONITE,BASALT,39.1,0,5.65,0,17.13,0.13,13.3,0.08,0.17,2.31,0,21.4,0,0.08,0,0,0,0,0,0,0,0,NA
3129,samp. 4,CLAY,SAPONITE,OCEANITE,49.24,0,0,0.03,13.7,0.51,19.95,0,0.17,0,0.02,14.43,0,0.08,0.35,0,0,0,0,0,0,0,NA
3130,samp. 13,CLAY,SAPONITE,BASALT,50.31,0,3.27,0.01,7,0.41,27.81,0.05,0.28,0.08,0,14.43,0,0.2,0,0,0,0,0,0,0,0,NA
3131,samp. 66,CLAY,SAPONITE,"BASALT, THOLEIITIC",41.21,0.36,6.39,0,15.7,2.06,13.04,0.08,0.3,0.73,0.01,11.91,0,0.2,0,0,0,0,0,0,0,0,NA
3132,samp. 61,CLAY,SAPONITE,"BASALT, THOLEIITIC",40.04,0.28,6.18,0,16.76,2.15,16.6,0.23,0.09,0.4,0.01,16.99,0,0.08,0.01,0,0,0,0,0,0,0,NA
3133,samp. W7,CLAY,SAPONITE,KIMBERLITE,32.19,1.67,22.96,0,4.51,2.28,24.53,0.08,0.27,1.45,0.29,28.05,0,0.2,0,0,0,0,0,0,0,0,NA
3134,samp. 41,CLAY,SAPONITE,"BASALT, THOLEIITIC",37.28,0.07,8.08,0.02,14.85,2.59,15.11,0.21,0.14,0.05,0.19,21.4,0,0.08,0.02,0,0,0,0,0,0,0,NA
3135,samp. 432A-3-2,CLAY,SAPONITE,"BASALT, ALKALINE",47.2,0.07,4,0,21.5,0.2,14.2,0.07,0.65,1.1,0.01,14.43,0,0.07,0.08,0,0,0,0,0,0,0,NA
