SIO2,TIO2,AL2O3,CR2O3,FEOT,CAO,MGO,MNO,K2O,NA2O,P2O5,H20,F,CL,NIO,CUO,COO,ZNO,PBO,S,ZRO2,AS,MINERAL,GROUP
0.0,0.0,0.0,0.0,35.79,0.16,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,5.01,47.9,6.17,0.12,94.09,13.24,0.0,46.31,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.01,0.51,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,8.86,16.68,0.27,0.02,91.68,12.8,0.0,45.52,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.35,0.51,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,19.34,5.63,0.0,0.02,98.03,14.02,0.0,26.55,GALENA,SULFIDE
0.0,0.0,0.0,0.0,49.03,0.21,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,0.0,0.66,1.63,0.07,96.87,12.79,0.0,41.11,GALENA,SULFIDE
0.0,0.0,0.0,0.0,2.81,0.21,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,47.34,46.55,2.63,0.45,91.3,12.69,0.0,0.0,GALENA,SULFIDE
0.0,0.0,0.0,0.0,40.78,0.21,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,0.08,42.09,0.06,0.0,91.82,12.71,0.0,14.61,GALENA,SULFIDE
0.0,0.0,0.0,0.0,2.03,0.16,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,8.03,41.76,1.97,0.03,92.11,12.68,0.0,43.63,GALENA,SULFIDE
0.0,0.0,0.0,0.0,5.59,0.51,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,42.99,0.01,4.2,0.02,96.18,13.93,0.0,0.0,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.03,0.16,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,40.66,0.09,9.75,0.44,91.68,14.27,0.0,0.0,GALENA,SULFIDE
0.0,0.0,0.0,0.0,3.1,0.51,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,43.24,0.11,5.86,0.07,92.89,13.36,0.0,0.0,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,36.5,0.0,19.76,0.0,92.34,13.68,0.0,42.74,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,30.64,0.0,31.37,0.0,92.16,13.65,0.0,24.76,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.86,0.51,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,45.43,5.26,3.1,0.0,83.66,10.92,0.0,0.03,GALENA,SULFIDE
0.0,0.0,0.0,0.0,2.72,0.16,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,57.78,1.77,0.15,0.14,89.31,13.28,0.0,0.0,GALENA,SULFIDE
0.0,0.0,0.0,0.0,67.74,0.51,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,14.0,0.08,0.24,0.0,95.74,13.54,0.0,26.55,GALENA,SULFIDE
0.0,0.0,0.0,0.0,1.46,0.51,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,11.64,48.31,9.07,0.0,87.93,13.34,0.0,42.37,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,44.68,0.15,0.04,27.36,92.34,13.08,0.0,0.0,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.08,0.16,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,59.39,0.09,2.8,0.37,93.02,14.88,0.0,0.03,GALENA,SULFIDE
0.0,0.0,0.0,0.0,4.31,0.16,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,55.99,20.13,2.01,0.01,95.74,13.84,0.0,14.52,GALENA,SULFIDE
0.0,0.0,0.0,0.0,1.25,0.3,0.0,0.0,0.35,0.37,0.0,0.0,0.0,0.0,41.69,0.1,8.2,0.29,92.16,13.91,0.0,0.0,GALENA,SULFIDE
0.0,0.0,0.0,0.0,1.98,0.17,0.0,0.0,0.5,0.21,0.0,0.0,0.0,0.0,8.05,41.18,1.93,0.03,92.1,12.68,0.0,43.67,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.08,0.16,0.0,0.0,0.01,0.69,0.0,0.0,0.0,0.0,59.29,0.08,2.66,0.36,93.06,14.74,0.0,0.03,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.57,0.51,0.0,0.0,0.01,0.36,0.0,0.0,0.0,0.0,27.7,3.49,1.6,0.02,97.32,13.3,0.0,26.55,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.25,0.47,0.0,0.0,0.07,0.58,0.0,0.0,0.0,0.0,8.76,19.62,0.47,0.03,91.73,12.79,0.0,45.3,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.99,0.27,0.0,0.0,0.38,0.33,0.0,0.0,0.0,0.0,41.47,0.1,8.53,0.32,92.06,13.99,0.0,0.0,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.89,0.16,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,59.15,3.44,0.65,0.02,93.02,12.66,0.0,0.16,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.35,0.45,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,26.48,49.83,6.05,0.02,97.26,12.35,0.0,41.54,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.27,0.51,0.0,0.0,0.08,0.2,0.0,0.0,0.0,0.0,41.62,1.55,4.92,0.07,89.14,12.37,0.0,0.01,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.41,0.51,0.0,0.0,0.01,0.25,0.0,0.0,0.0,0.0,21.82,5.0,0.47,0.02,97.82,13.81,0.0,26.55,GALENA,SULFIDE
0.0,0.0,0.0,0.0,1.94,0.19,0.0,0.0,0.02,0.63,0.0,0.0,0.0,0.0,34.15,42.96,3.8,0.09,93.76,12.95,0.0,40.86,GALENA,SULFIDE
0.0,0.0,0.0,0.0,1.01,0.16,0.0,0.0,0.05,0.63,0.0,0.0,0.0,0.0,58.82,0.68,1.87,0.29,91.71,14.32,0.0,0.02,GALENA,SULFIDE
0.0,0.0,0.0,0.0,1.47,0.27,0.0,0.0,0.04,0.63,0.0,0.0,0.0,0.0,33.13,42.83,3.54,0.08,94.53,12.91,0.0,37.23,GALENA,SULFIDE
0.0,0.0,0.0,0.0,1.66,0.41,0.0,0.0,0.01,0.32,0.0,0.0,0.0,0.0,18.19,46.8,7.6,0.03,89.51,13.23,0.0,42.38,GALENA,SULFIDE
0.0,0.0,0.0,0.0,3.94,0.4,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,52.39,20.33,2.15,0.05,94.05,13.12,0.0,4.75,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.42,0.16,0.0,0.0,0.08,0.63,0.0,0.0,0.0,0.0,59.39,2.55,1.4,0.12,93.45,13.3,0.0,0.14,GALENA,SULFIDE
0.0,0.0,0.0,0.0,0.51,0.17,0.0,0.0,0.1,0.77,0.0,0.0,0.0,0.0,59.17,3.23,0.72,0.02,93.66,12.56,0.0,0.16,GALENA,SULFIDE
0.0,0.0,0.0,0.0,1.62,0.23,0.0,0.0,0.41,0.2,0.0,0.0,0.0,0.0,12.57,43.75,2.98,0.02,93.38,12.6,0.0,43.12,GALENA,SULFIDE
0.0,0.0,0.0,0.0,2.14,0.51,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,92.87,0.0,0.11,0.12,0.0,26.73,0.0,0.28,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,0.93,0.51,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,93.24,0.0,0.0,0.06,0.12,26.45,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,4.57,0.51,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,1.93,120.18,0.09,0.45,91.82,0.35,0.0,14.02,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.92,0.51,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,91.56,0.0,0.15,6.24,0.19,27.18,0.0,0.2,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.82,0.51,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,89.79,0.08,1.13,0.0,0.01,26.39,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.04,0.16,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,88.19,0.0,0.74,0.0,0.2,26.88,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.47,0.51,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,86.64,0.78,0.11,0.0,0.0,28.39,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,0.55,0.16,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,89.73,0.19,4.92,77.25,0.0,26.34,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,4.33,0.16,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,92.01,0.0,0.2,0.0,0.0,22.12,0.0,1.59,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,6.61,0.16,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,86.82,0.0,0.01,74.97,0.19,29.41,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,3.47,0.21,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,82.83,0.0,0.08,9.61,0.16,30.07,0.0,0.2,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,4.78,0.16,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,88.37,0.3,0.2,0.11,0.14,26.64,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,0.77,0.51,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,87.17,0.71,0.55,0.06,0.09,28.28,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.62,0.21,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,88.57,0.0,0.38,0.0,0.23,26.93,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.74,0.21,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,91.58,0.14,0.22,0.04,0.0,26.67,0.0,0.05,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.44,0.51,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,91.51,0.0,0.2,0.0,0.12,27.35,0.0,0.04,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,0.97,0.51,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,91.69,0.0,0.0,0.0,0.0,26.62,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,3.12,0.51,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,91.44,0.63,0.1,0.07,0.0,24.79,0.0,0.12,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,2.43,0.51,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,90.6,1.07,0.0,0.0,0.0,26.07,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,3.62,0.21,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,89.46,0.0,0.04,0.12,0.16,28.12,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,4.41,0.51,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,90.35,0.0,0.08,0.41,0.0,26.93,0.0,1.59,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.99,0.16,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,91.58,0.0,0.0,0.0,0.13,27.05,0.0,0.04,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,3.55,0.16,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,91.94,0.0,0.15,0.0,0.14,27.03,0.0,0.12,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,0.58,0.16,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,90.64,1.37,0.46,0.0,0.0,27.52,0.0,0.14,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,3.47,0.51,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,90.66,0.0,0.1,0.0,0.0,27.36,0.0,0.12,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,0.99,0.21,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,92.33,0.08,0.12,0.03,0.0,26.41,0.0,0.05,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.87,0.16,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,92.4,0.0,0.04,0.12,1.38,26.64,0.0,0.28,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,2.81,0.16,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,87.94,0.0,0.66,0.07,0.0,26.4,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,3.16,0.51,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,86.61,0.08,3.4,0.04,0.16,27.56,0.0,0.02,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.74,0.51,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,91.58,0.14,0.22,0.04,0.0,26.67,0.0,0.05,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.46,0.51,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,88.19,0.0,1.43,0.0,0.02,26.71,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.53,0.21,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,91.89,0.0,0.13,0.04,0.11,27.1,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,4.53,0.21,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,90.74,0.0,0.0,0.0,0.01,26.38,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,0.53,0.21,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,84.96,0.9,0.8,71.99,0.09,29.84,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.56,0.21,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,88.83,0.0,0.02,0.0,0.22,26.91,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,2.78,0.16,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,87.26,0.0,0.09,0.0,1.08,26.27,0.0,0.1,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.69,0.21,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,91.88,0.01,0.36,0.47,0.0,27.0,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.24,0.51,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,94.17,49.18,3.02,74.97,0.0,25.0,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.33,0.4,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,87.15,0.52,0.32,0.0,0.07,27.89,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.58,0.21,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,91.83,0.03,0.15,0.04,0.09,27.01,0.0,0.01,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.58,0.21,0.0,0.0,0.27,1.66,0.0,0.0,0.0,0.0,88.73,0.0,0.16,0.0,0.22,26.92,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.36,0.48,0.0,0.0,0.46,1.66,0.0,0.0,0.0,0.0,91.43,0.13,0.23,0.0,0.11,27.37,0.0,0.05,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.8,0.46,0.0,0.0,0.18,1.49,0.0,0.0,0.0,0.0,86.02,0.65,0.11,1.58,0.03,28.66,0.0,0.03,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,4.12,0.19,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,91.25,0.0,0.06,0.0,0.06,26.65,0.0,0.05,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,3.67,0.45,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,90.67,0.0,0.08,0.0,0.0,27.17,0.0,0.1,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.87,0.47,0.0,0.0,0.51,0.26,0.0,0.0,0.0,0.0,91.61,0.0,0.15,5.35,0.18,27.17,0.0,0.17,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.29,0.18,0.0,0.0,0.28,1.66,0.0,0.0,0.0,0.0,88.36,0.0,0.58,0.0,0.21,26.9,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.06,0.51,0.0,0.0,0.35,0.8,0.0,0.0,0.0,0.0,86.96,0.74,0.37,0.04,0.05,28.32,0.0,0.0,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.36,0.21,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,92.03,0.03,0.13,0.04,0.07,26.88,0.0,0.01,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,1.1,0.21,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,92.24,0.06,0.12,0.03,0.02,26.55,0.0,0.04,HEAZLEWOODITE,SULFIDE
0.0,0.0,0.0,0.0,51.29,0.51,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,22.8,10.52,0.22,0.0,0.0,35.0,0.0,0.06,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,59.34,0.21,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,18.07,7.64,0.27,0.0,0.0,34.18,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,58.59,0.16,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,2.4,26.18,0.2,0.2,0.09,35.19,0.0,0.28,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,58.87,0.51,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,11.71,14.9,0.84,0.51,0.19,36.0,0.0,1.7,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,58.49,0.16,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,5.06,22.55,0.12,0.52,0.0,35.56,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,56.67,0.51,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,6.7,20.92,0.1,0.0,0.12,33.05,0.0,0.05,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,54.61,0.21,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,4.99,26.93,0.15,0.42,0.01,33.73,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,50.3,0.16,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,22.52,13.81,0.27,0.0,1.08,33.86,0.0,0.06,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,55.0,0.21,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,0.61,27.54,0.17,0.04,0.17,34.9,0.0,0.06,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,60.93,0.16,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,14.49,8.55,0.22,0.0,0.0,35.24,0.0,0.12,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,56.47,0.16,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,3.28,23.7,0.09,0.01,0.13,33.55,0.0,0.06,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,61.15,0.21,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,4.01,21.33,0.18,0.29,0.11,32.32,0.0,0.12,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,56.99,0.21,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,2.25,25.71,0.15,0.04,0.0,34.9,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,59.77,0.16,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,11.64,14.25,0.25,0.0,0.02,35.5,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,53.38,0.16,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,6.39,24.67,0.19,0.5,0.0,36.5,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,56.75,0.51,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,5.49,20.81,0.15,0.0,0.0,39.0,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,56.11,0.51,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,20.23,9.39,0.08,0.0,0.12,34.7,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,55.14,0.21,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,16.8,13.14,0.09,0.0,0.03,36.5,0.0,0.12,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,55.22,0.21,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,18.08,11.0,0.23,0.0,0.12,34.68,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,51.11,0.21,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,12.52,16.46,0.29,0.0,0.0,36.0,0.0,0.95,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,51.61,0.51,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,7.09,17.81,0.16,0.19,0.12,27.24,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,60.93,0.16,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,14.49,8.55,0.22,0.0,0.18,35.24,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,53.39,0.16,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,3.42,28.28,0.11,0.0,0.0,34.17,0.0,0.14,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,49.81,0.21,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,22.99,12.39,0.15,0.0,0.0,34.5,0.0,0.95,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,58.76,0.51,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,2.61,25.23,0.15,0.52,0.23,33.98,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,50.99,0.21,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,14.89,17.28,0.1,0.0,0.15,35.2,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,51.5,0.21,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,9.15,24.47,0.21,0.0,0.29,37.5,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,56.66,0.51,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,21.0,6.13,0.15,0.0,0.12,37.0,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,53.51,0.51,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,3.26,28.72,0.19,0.07,0.12,34.85,0.0,0.14,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,60.81,0.51,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,4.57,22.07,0.14,0.07,0.17,33.25,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,57.38,0.16,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,2.15,27.04,0.14,0.01,1.38,35.3,0.0,0.95,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,50.58,0.51,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,7.81,27.04,0.09,0.04,0.11,33.3,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,59.63,0.51,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,5.6,20.88,0.24,0.0,0.11,35.59,0.0,0.04,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,53.43,0.16,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,6.22,26.01,0.05,0.0,0.0,35.04,0.0,0.28,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,55.24,0.51,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,14.51,14.63,0.24,0.01,0.1,35.25,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,59.34,0.16,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,18.07,7.64,0.27,0.0,0.11,34.18,0.0,0.02,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,50.47,0.16,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,13.89,21.99,0.03,0.04,0.0,38.0,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,49.9,0.16,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,6.56,27.78,0.19,0.52,1.08,35.62,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,51.68,0.51,0.0,0.0,0.01,1.64,0.0,0.0,0.0,0.0,7.08,17.86,0.16,0.18,0.12,27.33,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,50.59,0.26,0.0,0.0,0.23,0.93,0.0,0.0,0.0,0.0,22.6,12.86,0.25,0.0,0.77,34.19,0.0,0.06,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,60.49,0.34,0.0,0.0,0.28,0.39,0.0,0.0,0.0,0.0,4.7,21.14,0.2,0.16,0.11,33.74,0.0,0.08,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,52.57,0.18,0.0,0.0,0.34,0.83,0.0,0.0,0.0,0.0,7.58,24.58,0.2,0.28,0.13,36.93,0.0,0.0,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,51.76,0.26,0.0,0.0,0.17,0.27,0.0,0.0,0.0,0.0,12.84,16.17,0.28,0.0,0.02,35.88,0.0,0.8,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,54.4,0.27,0.0,0.0,0.41,0.28,0.0,0.0,0.0,0.0,4.66,27.27,0.16,0.36,0.03,33.95,0.0,0.03,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,57.56,0.16,0.0,0.0,0.03,0.2,0.0,0.0,0.0,0.0,2.19,26.91,0.15,0.04,1.18,35.28,0.0,0.85,ISOCUBANITE,SULFIDE
0.0,0.0,0.0,0.0,53.49,0.45,0.0,0.0,0.03,0.56,0.0,0.0,0.0,0.0,3.29,28.64,0.18,0.06,0.1,34.73,0.0,0.14,ISOCUBANITE,SULFIDE
