SIO2,TIO2,AL2O3,CR2O3,FEOT,CAO,MGO,MNO,K2O,NA2O,P2O5,H20,F,CL,NIO,CUO,COO,ZNO,PBO,S,ZRO2,AS,MINERAL,GROUP
43.02,0.0,35.28,0.04,0.25,20.06,0.0,0.0,0.02,0.39,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
45.68,0.01,33.88,0.01,0.45,18.13,0.05,0.01,0.01,1.23,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
46.09,0.0,34.1,0.01,0.2,17.86,0.0,0.0,0.02,1.29,0.0,0.0,0.19,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
60.39,0.01,24.92,0.0,0.09,6.63,0.0,0.03,0.34,7.65,0.07,0.0,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
61.21,0.01,23.86,0.03,0.11,6.36,0.0,0.0,0.89,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
59.29,0.02,24.57,0.0,0.1,6.34,0.0,0.04,0.08,8.32,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
47.29,0.05,34.31,0.0,0.34,15.65,0.01,0.0,0.14,2.15,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
58.99,0.0,25.73,0.04,0.04,7.57,0.0,0.0,0.27,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
60.37,0.05,24.46,0.0,0.07,6.84,0.0,0.01,0.79,7.48,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
59.42,0.0,24.18,0.0,0.13,6.58,0.0,0.02,1.27,6.48,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
48.8,0.0,33.93,0.04,0.0,16.49,0.01,0.0,0.0,0.52,0.09,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
59.74,0.03,24.51,0.0,0.13,6.59,0.0,0.03,0.42,7.74,0.04,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
65.75,0.02,21.04,0.02,0.17,2.25,0.0,0.01,0.92,9.9,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
61.9,0.03,24.02,0.03,0.11,7.02,0.0,0.0,0.91,7.31,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
45.56,0.0,34.6,0.0,0.51,16.13,0.0,0.0,0.03,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
45.9,0.04,34.29,0.0,0.22,18.33,0.0,0.0,0.02,1.22,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
44.7,0.0,34.7,0.0,0.11,19.3,0.0,0.0,0.05,0.53,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
58.75,0.05,25.74,0.01,0.1,7.64,0.03,0.02,0.36,7.1,0.01,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
64.75,0.02,20.24,0.03,0.53,1.99,0.01,0.0,4.81,7.39,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
46.09,0.0,34.21,0.0,0.22,17.99,0.0,0.0,0.0,1.37,0.01,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
44.46,0.0,35.1,0.0,0.49,19.06,0.04,0.0,0.02,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
64.36,0.02,21.32,0.0,0.15,2.78,0.0,0.0,0.76,9.72,0.0,0.0,0.08,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
60.38,0.04,24.81,0.0,0.09,6.53,0.0,0.01,0.66,6.88,0.0,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
46.06,0.05,35.15,0.0,0.63,16.51,0.12,0.0,0.1,1.9,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
45.13,0.01,34.92,0.0,0.19,19.4,0.0,0.02,0.01,0.57,0.04,0.0,0.19,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
44.5,0.06,35.4,0.03,0.66,19.0,0.05,0.02,0.11,0.65,0.06,0.0,0.22,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
45.43,0.0,33.98,0.03,0.48,17.9,0.02,0.01,0.03,1.5,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
44.87,0.02,34.75,0.01,0.44,19.51,0.14,0.0,0.02,0.47,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
59.61,0.0,24.82,0.0,0.1,6.26,0.02,0.0,0.36,7.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
57.96,0.01,26.19,0.04,0.12,8.25,0.01,0.02,0.22,6.7,0.1,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
56.95,0.0,25.64,0.03,0.08,8.14,0.04,0.01,1.11,6.09,0.02,0.0,0.25,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
44.0,0.0,35.9,0.0,0.6,18.6,0.1,0.0,0.0,0.9,0.02,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
46.7,0.0,34.7,0.02,0.38,17.3,0.07,0.0,0.01,1.5,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
62.51,0.42,21.88,0.02,0.68,3.2,0.33,0.0,3.14,7.3,0.16,0.0,0.22,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
46.3,0.0,33.97,0.0,0.37,16.74,0.05,0.0,0.03,1.67,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
59.99,0.0,25.36,0.09,0.1,6.8,0.0,0.01,0.29,7.52,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
45.78,0.0,34.45,0.04,0.22,18.11,0.01,0.02,0.03,1.34,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
44.07,0.0,35.94,0.02,0.22,19.54,0.0,0.0,0.0,0.44,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
58.99,0.06,24.09,0.0,0.12,6.38,0.0,0.0,1.21,6.07,0.02,0.0,0.01,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
59.6,0.0,25.02,0.01,0.1,6.52,0.0,0.03,0.34,7.38,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
57.15,0.0,26.2,0.0,0.12,8.89,0.0,0.0,0.29,6.48,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
45.62,0.01,33.91,0.01,0.46,18.07,0.04,0.01,0.01,1.3,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
59.22,0.03,24.14,0.0,0.13,6.49,0.0,0.01,1.24,6.29,0.01,0.0,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
61.1,0.02,23.98,0.03,0.11,6.38,0.0,0.0,0.86,7.42,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
59.61,0.01,24.98,0.01,0.11,6.84,0.0,0.02,0.46,7.24,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHITE,FELDSPAR
66.01,0.03,19.26,0.0,0.25,0.2,0.0,0.0,6.04,7.29,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
62.46,0.27,21.28,0.17,0.92,2.04,0.01,0.02,7.8,4.91,0.0,0.0,0.21,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
65.55,0.01,20.71,0.01,0.72,2.51,0.03,0.0,2.29,8.37,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
64.47,0.0,21.64,0.0,0.16,3.98,0.0,0.0,1.52,8.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
65.05,0.06,20.58,0.0,0.36,2.68,0.0,0.01,2.55,8.56,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
64.24,0.01,21.47,0.0,0.06,2.04,0.02,0.0,3.31,8.57,0.22,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
64.66,0.03,21.8,0.05,0.14,3.24,0.0,0.02,2.08,8.07,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
62.02,0.03,21.29,0.0,0.1,2.15,0.0,0.0,3.79,7.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
65.71,0.2,20.51,0.03,0.08,1.98,0.0,0.0,3.25,8.04,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
65.5,0.0,18.54,0.0,0.02,0.0,0.0,0.0,16.23,0.46,0.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
65.84,0.01,17.64,0.02,0.89,0.01,0.0,0.0,6.4,7.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
65.78,0.05,18.7,0.01,0.28,0.26,0.0,0.01,6.75,7.19,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
65.85,0.04,19.66,0.05,0.3,0.33,0.0,0.02,6.27,7.11,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
65.6,0.07,19.63,0.0,0.16,0.52,0.0,0.0,5.51,7.62,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
66.19,0.05,19.98,0.0,0.18,0.69,0.0,0.0,4.49,7.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
64.26,0.24,21.0,0.02,0.42,0.7,0.14,0.0,6.76,7.98,0.04,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
66.62,0.06,19.12,0.0,0.33,0.31,0.0,0.0,5.29,7.67,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
64.49,0.02,20.53,0.0,0.2,2.7,0.01,0.0,1.87,8.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
65.11,0.03,20.49,0.03,0.22,1.9,0.0,0.0,4.89,7.24,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
66.28,0.07,18.99,0.01,0.04,0.34,0.0,0.0,7.38,6.8,0.06,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
65.76,0.09,20.07,0.0,0.34,1.17,0.0,0.0,3.23,8.66,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
64.59,0.08,20.4,0.04,0.85,0.8,0.0,0.02,5.28,8.18,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANORTHOCLASE,FELDSPAR
